Created as New Dataset,
cm-1,A
2611.00,1.6514
2610.00,1.6507
2609.00,1.6499
2608.00,1.6494
2607.00,1.6489
2606.00,1.6486
2605.00,1.6481
2604.00,1.6474
2603.00,1.6466
2602.00,1.6457
2601.00,1.6447
2600.00,1.6440
2599.00,1.6435
2598.00,1.6431
2597.00,1.6428
2596.00,1.6422
2595.00,1.6412
2594.00,1.6401
2593.00,1.6390
2592.00,1.6381
2591.00,1.6374
2590.00,1.6367
2589.00,1.6358
2588.00,1.6348
2587.00,1.6340
2586.00,1.6334
2585.00,1.6327
2584.00,1.6319
2583.00,1.6309
2582.00,1.6296
2581.00,1.6283
2580.00,1.6270
2579.00,1.6259
2578.00,1.6248
2577.00,1.6239
2576.00,1.6228
2575.00,1.6217
2574.00,1.6207
2573.00,1.6199
2572.00,1.6193
2571.00,1.6186
2570.00,1.6179
2569.00,1.6170
2568.00,1.6162
2567.00,1.6154
2566.00,1.6145
2565.00,1.6135
2564.00,1.6123
2563.00,1.6113
2562.00,1.6106
2561.00,1.6102
2560.00,1.6099
2559.00,1.6096
2558.00,1.6091
2557.00,1.6084
2556.00,1.6077
2555.00,1.6068
2554.00,1.6059
2553.00,1.6049
2552.00,1.6041
2551.00,1.6035
2550.00,1.6032
2549.00,1.6029
2548.00,1.6025
2547.00,1.6019
2546.00,1.6011
2545.00,1.6003
2544.00,1.5996
2543.00,1.5991
2542.00,1.5987
2541.00,1.5983
2540.00,1.5979
2539.00,1.5976
2538.00,1.5973
2537.00,1.5970
2536.00,1.5968
2535.00,1.5965
2534.00,1.5962
2533.00,1.5958
2532.00,1.5952
2531.00,1.5946
2530.00,1.5938
2529.00,1.5931
2528.00,1.5923
2527.00,1.5916
2526.00,1.5908
2525.00,1.5900
2524.00,1.5893
2523.00,1.5887
2522.00,1.5882
2521.00,1.5878
2520.00,1.5875
2519.00,1.5871
2518.00,1.5866
2517.00,1.5861
2516.00,1.5855
2515.00,1.5849
2514.00,1.5843
2513.00,1.5836
2512.00,1.5826
2511.00,1.5817
2510.00,1.5811
2509.00,1.5809
2508.00,1.5811
2507.00,1.5811
2506.00,1.5807
2505.00,1.5800
2504.00,1.5794
2503.00,1.5789
2502.00,1.5785
2501.00,1.5781
2500.00,1.5777
2499.00,1.5774
2498.00,1.5771
2497.00,1.5769
2496.00,1.5768
2495.00,1.5768
2494.00,1.5766
2493.00,1.5763
2492.00,1.5757
2491.00,1.5752
2490.00,1.5747
2489.00,1.5743
2488.00,1.5739
2487.00,1.5736
2486.00,1.5733
2485.00,1.5730
2484.00,1.5728
2483.00,1.5726
2482.00,1.5724
2481.00,1.5721
2480.00,1.5718
2479.00,1.5715
2478.00,1.5712
2477.00,1.5709
2476.00,1.5704
2475.00,1.5699
2474.00,1.5694
2473.00,1.5691
2472.00,1.5690
2471.00,1.5689
2470.00,1.5687
2469.00,1.5683
2468.00,1.5679
2467.00,1.5674
2466.00,1.5672
2465.00,1.5670
2464.00,1.5667
2463.00,1.5663
2462.00,1.5656
2461.00,1.5651
2460.00,1.5649
2459.00,1.5649
2458.00,1.5650
2457.00,1.5650
2456.00,1.5649
2455.00,1.5648
2454.00,1.5647
2453.00,1.5646
2452.00,1.5644
2451.00,1.5641
2450.00,1.5640
2449.00,1.5639
2448.00,1.5639
2447.00,1.5639
2446.00,1.5637
2445.00,1.5634
2444.00,1.5629
2443.00,1.5625
2442.00,1.5622
2441.00,1.5622
2440.00,1.5624
2439.00,1.5625
2438.00,1.5626
2437.00,1.5626
2436.00,1.5625
2435.00,1.5624
2434.00,1.5622
2433.00,1.5620
2432.00,1.5617
2431.00,1.5615
2430.00,1.5613
2429.00,1.5613
2428.00,1.5613
2427.00,1.5612
2426.00,1.5611
2425.00,1.5609
2424.00,1.5608
2423.00,1.5609
2422.00,1.5610
2421.00,1.5612
2420.00,1.5613
2419.00,1.5612
2418.00,1.5610
2417.00,1.5609
2416.00,1.5607
2415.00,1.5606
2414.00,1.5604
2413.00,1.5601
2412.00,1.5599
2411.00,1.5597
2410.00,1.5595
2409.00,1.5593
2408.00,1.5593
2407.00,1.5594
2406.00,1.5595
2405.00,1.5596
2404.00,1.5596
2403.00,1.5594
2402.00,1.5591
2401.00,1.5587
2400.00,1.5584
2399.00,1.5583
2398.00,1.5584
2397.00,1.5585
2396.00,1.5583
2395.00,1.5579
2394.00,1.5574
2393.00,1.5571
2392.00,1.5570
2391.00,1.5571
2390.00,1.5573
2389.00,1.5574
2388.00,1.5573
2387.00,1.5571
2386.00,1.5567
2385.00,1.5563
2384.00,1.5558
2383.00,1.5554
2382.00,1.5553
2381.00,1.5554
2380.00,1.5554
2379.00,1.5551
2378.00,1.5548
2377.00,1.5545
2376.00,1.5543
2375.00,1.5541
2374.00,1.5538
2373.00,1.5538
2372.00,1.5539
2371.00,1.5540
2370.00,1.5540
2369.00,1.5539
2368.00,1.5537
2367.00,1.5534
2366.00,1.5532
2365.00,1.5531
2364.00,1.5531
2363.00,1.5529
2362.00,1.5524
2361.00,1.5520
2360.00,1.5518
2359.00,1.5520
2358.00,1.5525
2357.00,1.5527
2356.00,1.5527
2355.00,1.5524
2354.00,1.5522
2353.00,1.5522
2352.00,1.5522
2351.00,1.5520
2350.00,1.5515
2349.00,1.5510
2348.00,1.5507
2347.00,1.5506
2346.00,1.5504
2345.00,1.5502
2344.00,1.5498
2343.00,1.5496
2342.00,1.5495
2341.00,1.5494
2340.00,1.5493
2339.00,1.5492
2338.00,1.5491
2337.00,1.5492
2336.00,1.5491
2335.00,1.5489
2334.00,1.5486
2333.00,1.5482
2332.00,1.5480
2331.00,1.5478
2330.00,1.5476
2329.00,1.5472
2328.00,1.5468
2327.00,1.5464
2326.00,1.5463
2325.00,1.5465
2324.00,1.5468
2323.00,1.5470
2322.00,1.5468
2321.00,1.5463
2320.00,1.5457
2319.00,1.5451
2318.00,1.5448
2317.00,1.5445
2316.00,1.5444
2315.00,1.5442
2314.00,1.5438
2313.00,1.5435
2312.00,1.5432
2311.00,1.5431
2310.00,1.5429
2309.00,1.5427
2308.00,1.5424
2307.00,1.5421
2306.00,1.5418
2305.00,1.5415
2304.00,1.5410
2303.00,1.5406
2302.00,1.5401
2301.00,1.5398
2300.00,1.5396
2299.00,1.5394
2298.00,1.5393
2297.00,1.5391
2296.00,1.5388
2295.00,1.5385
2294.00,1.5381
2293.00,1.5377
2292.00,1.5374
2291.00,1.5371
2290.00,1.5368
2289.00,1.5365
2288.00,1.5361
2287.00,1.5358
2286.00,1.5355
2285.00,1.5353
2284.00,1.5351
2283.00,1.5348
2282.00,1.5345
2281.00,1.5342
2280.00,1.5340
2279.00,1.5338
2278.00,1.5336
2277.00,1.5334
2276.00,1.5331
2275.00,1.5328
2274.00,1.5326
2273.00,1.5324
2272.00,1.5322
2271.00,1.5319
2270.00,1.5316
2269.00,1.5312
2268.00,1.5308
2267.00,1.5306
2266.00,1.5304
2265.00,1.5302
2264.00,1.5301
2263.00,1.5299
2262.00,1.5297
2261.00,1.5295
2260.00,1.5292
2259.00,1.5289
2258.00,1.5285
2257.00,1.5283
2256.00,1.5279
2255.00,1.5276
2254.00,1.5272
2253.00,1.5269
2252.00,1.5266
2251.00,1.5264
2250.00,1.5264
2249.00,1.5264
2248.00,1.5263
2247.00,1.5261
2246.00,1.5258
2245.00,1.5253
2244.00,1.5249
2243.00,1.5244
2242.00,1.5240
2241.00,1.5238
2240.00,1.5239
2239.00,1.5239
2238.00,1.5239
2237.00,1.5237
2236.00,1.5233
2235.00,1.5230
2234.00,1.5228
2233.00,1.5225
2232.00,1.5222
2231.00,1.5219
2230.00,1.5216
2229.00,1.5214
2228.00,1.5212
2227.00,1.5209
2226.00,1.5208
2225.00,1.5208
2224.00,1.5209
2223.00,1.5209
2222.00,1.5208
2221.00,1.5207
2220.00,1.5204
2219.00,1.5200
2218.00,1.5196
2217.00,1.5194
2216.00,1.5194
2215.00,1.5194
2214.00,1.5193
2213.00,1.5190
2212.00,1.5187
2211.00,1.5184
2210.00,1.5183
2209.00,1.5181
2208.00,1.5179
2207.00,1.5176
2206.00,1.5172
2205.00,1.5170
2204.00,1.5170
2203.00,1.5170
2202.00,1.5169
2201.00,1.5168
2200.00,1.5168
2199.00,1.5168
2198.00,1.5169
2197.00,1.5170
2196.00,1.5171
2195.00,1.5171
2194.00,1.5171
2193.00,1.5169
2192.00,1.5168
2191.00,1.5167
2190.00,1.5165
2189.00,1.5163
2188.00,1.5161
2187.00,1.5160
2186.00,1.5160
2185.00,1.5160
2184.00,1.5159
2183.00,1.5159
2182.00,1.5157
2181.00,1.5155
2180.00,1.5152
2179.00,1.5148
2178.00,1.5146
2177.00,1.5144
2176.00,1.5142
2175.00,1.5141
2174.00,1.5141
2173.00,1.5141
2172.00,1.5140
2171.00,1.5139
2170.00,1.5136
2169.00,1.5134
2168.00,1.5131
2167.00,1.5128
2166.00,1.5125
2165.00,1.5123
2164.00,1.5121
2163.00,1.5119
2162.00,1.5117
2161.00,1.5117
2160.00,1.5117
2159.00,1.5118
2158.00,1.5117
2157.00,1.5114
2156.00,1.5112
2155.00,1.5111
2154.00,1.5110
2153.00,1.5109
2152.00,1.5106
2151.00,1.5102
2150.00,1.5099
2149.00,1.5096
2148.00,1.5093
2147.00,1.5089
2146.00,1.5085
2145.00,1.5082
2144.00,1.5080
2143.00,1.5078
2142.00,1.5075
2141.00,1.5070
2140.00,1.5064
2139.00,1.5059
2138.00,1.5055
2137.00,1.5053
2136.00,1.5053
2135.00,1.5051
2134.00,1.5048
2133.00,1.5045
2132.00,1.5042
2131.00,1.5040
2130.00,1.5039
2129.00,1.5038
2128.00,1.5037
2127.00,1.5036
2126.00,1.5035
2125.00,1.5034
2124.00,1.5033
2123.00,1.5032
2122.00,1.5029
2121.00,1.5026
2120.00,1.5023
2119.00,1.5020
2118.00,1.5019
2117.00,1.5020
2116.00,1.5021
2115.00,1.5020
2114.00,1.5017
2113.00,1.5015
2112.00,1.5013
2111.00,1.5011
2110.00,1.5010
2109.00,1.5008
2108.00,1.5005
2107.00,1.5001
2106.00,1.4997
2105.00,1.4995
2104.00,1.4995
2103.00,1.4994
2102.00,1.4994
2101.00,1.4993
2100.00,1.4991
2099.00,1.4990
2098.00,1.4990
2097.00,1.4988
2096.00,1.4986
2095.00,1.4982
2094.00,1.4978
2093.00,1.4977
2092.00,1.4978
2091.00,1.4978
2090.00,1.4978
2089.00,1.4977
2088.00,1.4975
2087.00,1.4974
2086.00,1.4973
2085.00,1.4972
2084.00,1.4972
2083.00,1.4972
2082.00,1.4974
2081.00,1.4975
2080.00,1.4974
2079.00,1.4971
2078.00,1.4968
2077.00,1.4966
2076.00,1.4967
2075.00,1.4967
2074.00,1.4966
2073.00,1.4964
2072.00,1.4963
2071.00,1.4964
2070.00,1.4966
2069.00,1.4968
2068.00,1.4967
2067.00,1.4965
2066.00,1.4962
2065.00,1.4960
2064.00,1.4959
2063.00,1.4958
2062.00,1.4956
2061.00,1.4955
2060.00,1.4956
2059.00,1.4957
2058.00,1.4957
2057.00,1.4957
2056.00,1.4955
2055.00,1.4954
2054.00,1.4954
2053.00,1.4956
2052.00,1.4959
2051.00,1.4961
2050.00,1.4959
2049.00,1.4956
2048.00,1.4952
2047.00,1.4950
2046.00,1.4949
2045.00,1.4949
2044.00,1.4949
2043.00,1.4950
2042.00,1.4950
2041.00,1.4951
2040.00,1.4952
2039.00,1.4952
2038.00,1.4952
2037.00,1.4952
2036.00,1.4952
2035.00,1.4950
2034.00,1.4947
2033.00,1.4944
2032.00,1.4941
2031.00,1.4939
2030.00,1.4937
2029.00,1.4936
2028.00,1.4938
2027.00,1.4941
2026.00,1.4943
2025.00,1.4943
2024.00,1.4940
2023.00,1.4938
2022.00,1.4938
2021.00,1.4937
2020.00,1.4936
2019.00,1.4932
2018.00,1.4926
2017.00,1.4920
2016.00,1.4913
2015.00,1.4907
2014.00,1.4901
2013.00,1.4896
2012.00,1.4891
2011.00,1.4887
2010.00,1.4882
2009.00,1.4877
2008.00,1.4874
2007.00,1.4873
2006.00,1.4872
2005.00,1.4870
2004.00,1.4869
2003.00,1.4866
2002.00,1.4863
2001.00,1.4860
2000.00,1.4858
1999.00,1.4856
1998.00,1.4852
1997.00,1.4847
1996.00,1.4844
1995.00,1.4843
1994.00,1.4843
1993.00,1.4841
1992.00,1.4840
1991.00,1.4839
1990.00,1.4838
1989.00,1.4837
1988.00,1.4836
1987.00,1.4836
1986.00,1.4836
1985.00,1.4835
1984.00,1.4833
1983.00,1.4830
1982.00,1.4826
1981.00,1.4823
1980.00,1.4821
1979.00,1.4819
1978.00,1.4816
1977.00,1.4811
1976.00,1.4807
1975.00,1.4805
1974.00,1.4805
1973.00,1.4807
1972.00,1.4808
1971.00,1.4807
1970.00,1.4806
1969.00,1.4805
1968.00,1.4804
1967.00,1.4804
1966.00,1.4803
1965.00,1.4803
1964.00,1.4803
1963.00,1.4803
1962.00,1.4804
1961.00,1.4805
1960.00,1.4805
1959.00,1.4805
1958.00,1.4804
1957.00,1.4803
1956.00,1.4804
1955.00,1.4806
1954.00,1.4807
1953.00,1.4807
1952.00,1.4808
1951.00,1.4808
1950.00,1.4807
1949.00,1.4805
1948.00,1.4804
1947.00,1.4805
1946.00,1.4805
1945.00,1.4807
1944.00,1.4810
1943.00,1.4813
1942.00,1.4817
1941.00,1.4819
1940.00,1.4820
1939.00,1.4821
1938.00,1.4822
1937.00,1.4823
1936.00,1.4823
1935.00,1.4823
1934.00,1.4820
1933.00,1.4817
1932.00,1.4814
1931.00,1.4812
1930.00,1.4810
1929.00,1.4810
1928.00,1.4809
1927.00,1.4808
1926.00,1.4804
1925.00,1.4799
1924.00,1.4796
1923.00,1.4796
1922.00,1.4797
1921.00,1.4799
1920.00,1.4800
1919.00,1.4802
1918.00,1.4805
1917.00,1.4809
1916.00,1.4810
1915.00,1.4810
1914.00,1.4807
1913.00,1.4802
1912.00,1.4799
1911.00,1.4796
1910.00,1.4795
1909.00,1.4794
1908.00,1.4792
1907.00,1.4789
1906.00,1.4787
1905.00,1.4786
1904.00,1.4785
1903.00,1.4785
1902.00,1.4785
1901.00,1.4784
1900.00,1.4784
1899.00,1.4782
1898.00,1.4780
1897.00,1.4777
1896.00,1.4776
1895.00,1.4776
1894.00,1.4777
1893.00,1.4777
1892.00,1.4776
1891.00,1.4773
1890.00,1.4771
1889.00,1.4771
1888.00,1.4772
1887.00,1.4772
1886.00,1.4770
1885.00,1.4766
1884.00,1.4763
1883.00,1.4761
1882.00,1.4761
1881.00,1.4762
1880.00,1.4763
1879.00,1.4761
1878.00,1.4756
1877.00,1.4750
1876.00,1.4747
1875.00,1.4746
1874.00,1.4746
1873.00,1.4744
1872.00,1.4740
1871.00,1.4736
1870.00,1.4734
1869.00,1.4733
1868.00,1.4732
1867.00,1.4729
1866.00,1.4726
1865.00,1.4723
1864.00,1.4720
1863.00,1.4716
1862.00,1.4713
1861.00,1.4712
1860.00,1.4713
1859.00,1.4713
1858.00,1.4710
1857.00,1.4705
1856.00,1.4701
1855.00,1.4696
1854.00,1.4692
1853.00,1.4690
1852.00,1.4689
1851.00,1.4689
1850.00,1.4688
1849.00,1.4686
1848.00,1.4685
1847.00,1.4683
1846.00,1.4680
1845.00,1.4679
1844.00,1.4678
1843.00,1.4677
1842.00,1.4674
1841.00,1.4670
1840.00,1.4668
1839.00,1.4665
1838.00,1.4661
1837.00,1.4657
1836.00,1.4653
1835.00,1.4651
1834.00,1.4651
1833.00,1.4652
1832.00,1.4653
1831.00,1.4653
1830.00,1.4650
1829.00,1.4647
1828.00,1.4646
1827.00,1.4646
1826.00,1.4646
1825.00,1.4647
1824.00,1.4648
1823.00,1.4650
1822.00,1.4651
1821.00,1.4652
1820.00,1.4652
1819.00,1.4651
1818.00,1.4649
1817.00,1.4646
1816.00,1.4644
1815.00,1.4643
1814.00,1.4643
1813.00,1.4643
1812.00,1.4644
1811.00,1.4646
1810.00,1.4649
1809.00,1.4653
1808.00,1.4657
1807.00,1.4660
1806.00,1.4662
1805.00,1.4663
1804.00,1.4665
1803.00,1.4669
1802.00,1.4672
1801.00,1.4675
1800.00,1.4676
1799.00,1.4677
1798.00,1.4679
1797.00,1.4682
1796.00,1.4686
1795.00,1.4690
1794.00,1.4692
1793.00,1.4696
1792.00,1.4703
1791.00,1.4713
1790.00,1.4720
1789.00,1.4723
1788.00,1.4726
1787.00,1.4728
1786.00,1.4731
1785.00,1.4735
1784.00,1.4740
1783.00,1.4744
1782.00,1.4748
1781.00,1.4753
1780.00,1.4761
1779.00,1.4770
1778.00,1.4777
1777.00,1.4785
1776.00,1.4794
1775.00,1.4803
1774.00,1.4814
1773.00,1.4827
1772.00,1.4843
1771.00,1.4859
1770.00,1.4876
1769.00,1.4898
1768.00,1.4925
1767.00,1.4955
1766.00,1.4984
1765.00,1.5017
1764.00,1.5060
1763.00,1.5118
1762.00,1.5193
1761.00,1.5283
1760.00,1.5381
1759.00,1.5485
1758.00,1.5605
1757.00,1.5748
1756.00,1.5908
1755.00,1.6066
1754.00,1.6217
1753.00,1.6369
1752.00,1.6531
1751.00,1.6698
1750.00,1.6850
1749.00,1.6967
1748.00,1.7040
1747.00,1.7070
1746.00,1.7068
1745.00,1.7039
1744.00,1.6985
1743.00,1.6911
1742.00,1.6821
1741.00,1.6715
1740.00,1.6591
1739.00,1.6462
1738.00,1.6349
1737.00,1.6256
1736.00,1.6171
1735.00,1.6070
1734.00,1.5954
1733.00,1.5845
1732.00,1.5754
1731.00,1.5676
1730.00,1.5606
1729.00,1.5541
1728.00,1.5484
1727.00,1.5433
1726.00,1.5391
1725.00,1.5354
1724.00,1.5319
1723.00,1.5288
1722.00,1.5263
1721.00,1.5244
1720.00,1.5231
1719.00,1.5220
1718.00,1.5211
1717.00,1.5205
1716.00,1.5201
1715.00,1.5198
1714.00,1.5196
1713.00,1.5195
1712.00,1.5194
1711.00,1.5194
1710.00,1.5193
1709.00,1.5194
1708.00,1.5196
1707.00,1.5197
1706.00,1.5197
1705.00,1.5198
1704.00,1.5198
1703.00,1.5198
1702.00,1.5195
1701.00,1.5187
1700.00,1.5174
1699.00,1.5160
1698.00,1.5146
1697.00,1.5134
1696.00,1.5121
1695.00,1.5107
1694.00,1.5090
1693.00,1.5075
1692.00,1.5063
1691.00,1.5055
1690.00,1.5049
1689.00,1.5045
1688.00,1.5042
1687.00,1.5041
1686.00,1.5042
1685.00,1.5046
1684.00,1.5051
1683.00,1.5055
1682.00,1.5056
1681.00,1.5058
1680.00,1.5063
1679.00,1.5067
1678.00,1.5070
1677.00,1.5073
1676.00,1.5075
1675.00,1.5078
1674.00,1.5082
1673.00,1.5086
1672.00,1.5090
1671.00,1.5093
1670.00,1.5098
1669.00,1.5109
1668.00,1.5124
1667.00,1.5140
1666.00,1.5155
1665.00,1.5170
1664.00,1.5183
1663.00,1.5193
1662.00,1.5204
1661.00,1.5219
1660.00,1.5237
1659.00,1.5253
1658.00,1.5268
1657.00,1.5282
1656.00,1.5298
1655.00,1.5317
1654.00,1.5338
1653.00,1.5363
1652.00,1.5380
1651.00,1.5384
1650.00,1.5382
1649.00,1.5383
1648.00,1.5385
1647.00,1.5384
1646.00,1.5379
1645.00,1.5376
1644.00,1.5372
1643.00,1.5367
1642.00,1.5361
1641.00,1.5357
1640.00,1.5354
1639.00,1.5351
1638.00,1.5350
1637.00,1.5357
1636.00,1.5372
1635.00,1.5391
1634.00,1.5411
1633.00,1.5430
1632.00,1.5450
1631.00,1.5472
1630.00,1.5497
1629.00,1.5526
1628.00,1.5558
1627.00,1.5590
1626.00,1.5623
1625.00,1.5661
1624.00,1.5704
1623.00,1.5750
1622.00,1.5797
1621.00,1.5846
1620.00,1.5897
1619.00,1.5949
1618.00,1.6009
1617.00,1.6085
1616.00,1.6172
1615.00,1.6255
1614.00,1.6328
1613.00,1.6401
1612.00,1.6476
1611.00,1.6551
1610.00,1.6622
1609.00,1.6694
1608.00,1.6762
1607.00,1.6819
1606.00,1.6864
1605.00,1.6904
1604.00,1.6945
1603.00,1.6989
1602.00,1.7038
1601.00,1.7096
1600.00,1.7163
1599.00,1.7233
1598.00,1.7313
1597.00,1.7414
1596.00,1.7539
1595.00,1.7682
1594.00,1.7837
1593.00,1.8009
1592.00,1.8206
1591.00,1.8435
1590.00,1.8714
1589.00,1.9067
1588.00,1.9516
1587.00,2.0072
1586.00,2.0754
1585.00,2.1589
1584.00,2.2590
1583.00,2.3708
1582.00,2.4812
1581.00,2.5716
1580.00,2.6229
1579.00,2.6186
1578.00,2.5528
1577.00,2.4400
1576.00,2.3127
1575.00,2.2029
1574.00,2.1222
1573.00,2.0649
1572.00,2.0217
1571.00,1.9873
1570.00,1.9618
1569.00,1.9492
1568.00,1.9502
1567.00,1.9617
1566.00,1.9815
1565.00,2.0093
1564.00,2.0423
1563.00,2.0746
1562.00,2.1016
1561.00,2.1212
1560.00,2.1250
1559.00,2.0949
1558.00,2.0384
1557.00,1.9828
1556.00,1.9328
1555.00,1.8822
1554.00,1.8328
1553.00,1.7903
1552.00,1.7563
1551.00,1.7278
1550.00,1.7029
1549.00,1.6821
1548.00,1.6656
1547.00,1.6523
1546.00,1.6409
1545.00,1.6310
1544.00,1.6230
1543.00,1.6162
1542.00,1.6102
1541.00,1.6046
1540.00,1.5992
1539.00,1.5943
1538.00,1.5903
1537.00,1.5875
1536.00,1.5858
1535.00,1.5847
1534.00,1.5843
1533.00,1.5852
1532.00,1.5875
1531.00,1.5904
1530.00,1.5935
1529.00,1.5971
1528.00,1.6012
1527.00,1.6054
1526.00,1.6091
1525.00,1.6123
1524.00,1.6150
1523.00,1.6179
1522.00,1.6221
1521.00,1.6282
1520.00,1.6348
1519.00,1.6407
1518.00,1.6462
1517.00,1.6519
1516.00,1.6571
1515.00,1.6602
1514.00,1.6609
1513.00,1.6598
1512.00,1.6576
1511.00,1.6547
1510.00,1.6517
1509.00,1.6487
1508.00,1.6455
1507.00,1.6419
1506.00,1.6392
1505.00,1.6382
1504.00,1.6382
1503.00,1.6389
1502.00,1.6405
1501.00,1.6435
1500.00,1.6483
1499.00,1.6549
1498.00,1.6644
1497.00,1.6787
1496.00,1.6977
1495.00,1.7189
1494.00,1.7393
1493.00,1.7587
1492.00,1.7767
1491.00,1.7920
1490.00,1.8021
1489.00,1.8056
1488.00,1.8036
1487.00,1.7987
1486.00,1.7943
1485.00,1.7924
1484.00,1.7935
1483.00,1.7974
1482.00,1.8047
1481.00,1.8163
1480.00,1.8316
1479.00,1.8501
1478.00,1.8728
1477.00,1.9017
1476.00,1.9369
1475.00,1.9782
1474.00,2.0295
1473.00,2.0979
1472.00,2.1835
1471.00,2.2749
1470.00,2.3611
1469.00,2.4389
1468.00,2.5056
1467.00,2.5574
1466.00,2.5936
1465.00,2.6167
1464.00,2.6292
1463.00,2.6351
1462.00,2.6401
1461.00,2.6453
1460.00,2.6469
1459.00,2.6422
1458.00,2.6358
1457.00,2.6345
1456.00,2.6360
1455.00,2.6331
1454.00,2.6237
1453.00,2.6084
1452.00,2.5874
1451.00,2.5633
1450.00,2.5392
1449.00,2.5148
1448.00,2.4875
1447.00,2.4562
1446.00,2.4229
1445.00,2.3886
1444.00,2.3536
1443.00,2.3189
1442.00,2.2856
1441.00,2.2542
1440.00,2.2248
1439.00,2.1965
1438.00,2.1661
1437.00,2.1304
1436.00,2.0919
1435.00,2.0563
1434.00,2.0252
1433.00,1.9955
1432.00,1.9644
1431.00,1.9318
1430.00,1.8995
1429.00,1.8693
1428.00,1.8433
1427.00,1.8224
1426.00,1.8054
1425.00,1.7910
1424.00,1.7791
1423.00,1.7705
1422.00,1.7650
1421.00,1.7613
1420.00,1.7584
1419.00,1.7564
1418.00,1.7555
1417.00,1.7549
1416.00,1.7545
1415.00,1.7546
1414.00,1.7549
1413.00,1.7552
1412.00,1.7558
1411.00,1.7570
1410.00,1.7586
1409.00,1.7598
1408.00,1.7595
1407.00,1.7572
1406.00,1.7517
1405.00,1.7427
1404.00,1.7313
1403.00,1.7199
1402.00,1.7094
1401.00,1.6997
1400.00,1.6904
1399.00,1.6825
1398.00,1.6765
1397.00,1.6724
1396.00,1.6699
1395.00,1.6689
1394.00,1.6697
1393.00,1.6721
1392.00,1.6766
1391.00,1.6842
1390.00,1.6957
1389.00,1.7123
1388.00,1.7359
1387.00,1.7665
1386.00,1.8010
1385.00,1.8361
1384.00,1.8713
1383.00,1.9086
1382.00,1.9494
1381.00,1.9936
1380.00,2.0390
1379.00,2.0809
1378.00,2.1120
1377.00,2.1262
1376.00,2.1211
1375.00,2.0977
1374.00,2.0613
1373.00,2.0206
1372.00,1.9830
1371.00,1.9519
1370.00,1.9282
1369.00,1.9117
1368.00,1.9017
1367.00,1.8958
1366.00,1.8903
1365.00,1.8813
1364.00,1.8663
1363.00,1.8455
1362.00,1.8221
1361.00,1.8001
1360.00,1.7818
1359.00,1.7675
1358.00,1.7565
1357.00,1.7486
1356.00,1.7434
1355.00,1.7407
1354.00,1.7398
1353.00,1.7400
1352.00,1.7404
1351.00,1.7406
1350.00,1.7401
1349.00,1.7393
1348.00,1.7387
1347.00,1.7386
1346.00,1.7388
1345.00,1.7388
1344.00,1.7381
1343.00,1.7366
1342.00,1.7342
1341.00,1.7309
1340.00,1.7266
1339.00,1.7213
1338.00,1.7150
1337.00,1.7083
1336.00,1.7012
1335.00,1.6942
1334.00,1.6874
1333.00,1.6812
1332.00,1.6759
1331.00,1.6717
1330.00,1.6684
1329.00,1.6661
1328.00,1.6648
1327.00,1.6650
1326.00,1.6665
1325.00,1.6694
1324.00,1.6733
1323.00,1.6783
1322.00,1.6839
1321.00,1.6896
1320.00,1.6952
1319.00,1.7004
1318.00,1.7049
1317.00,1.7088
1316.00,1.7124
1315.00,1.7161
1314.00,1.7200
1313.00,1.7241
1312.00,1.7279
1311.00,1.7311
1310.00,1.7331
1309.00,1.7340
1308.00,1.7340
1307.00,1.7340
1306.00,1.7343
1305.00,1.7347
1304.00,1.7346
1303.00,1.7337
1302.00,1.7321
1301.00,1.7301
1300.00,1.7278
1299.00,1.7248
1298.00,1.7207
1297.00,1.7155
1296.00,1.7099
1295.00,1.7046
1294.00,1.7000
1293.00,1.6958
1292.00,1.6920
1291.00,1.6882
1290.00,1.6844
1289.00,1.6806
1288.00,1.6769
1287.00,1.6734
1286.00,1.6700
1285.00,1.6664
1284.00,1.6628
1283.00,1.6595
1282.00,1.6568
1281.00,1.6545
1280.00,1.6526
1279.00,1.6510
1278.00,1.6495
1277.00,1.6477
1276.00,1.6456
1275.00,1.6434
1274.00,1.6415
1273.00,1.6399
1272.00,1.6388
1271.00,1.6383
1270.00,1.6383
1269.00,1.6385
1268.00,1.6383
1267.00,1.6371
1266.00,1.6352
1265.00,1.6330
1264.00,1.6311
1263.00,1.6298
1262.00,1.6295
1261.00,1.6300
1260.00,1.6312
1259.00,1.6328
1258.00,1.6343
1257.00,1.6355
1256.00,1.6367
1255.00,1.6380
1254.00,1.6392
1253.00,1.6401
1252.00,1.6410
1251.00,1.6422
1250.00,1.6434
1249.00,1.6441
1248.00,1.6441
1247.00,1.6438
1246.00,1.6434
1245.00,1.6431
1244.00,1.6428
1243.00,1.6422
1242.00,1.6416
1241.00,1.6413
1240.00,1.6414
1239.00,1.6419
1238.00,1.6422
1237.00,1.6420
1236.00,1.6415
1235.00,1.6412
1234.00,1.6411
1233.00,1.6408
1232.00,1.6401
1231.00,1.6393
1230.00,1.6388
1229.00,1.6383
1228.00,1.6373
1227.00,1.6352
1226.00,1.6319
1225.00,1.6277
1224.00,1.6236
1223.00,1.6206
1222.00,1.6189
1221.00,1.6183
1220.00,1.6186
1219.00,1.6201
1218.00,1.6223
1217.00,1.6250
1216.00,1.6280
1215.00,1.6312
1214.00,1.6345
