Created as New Dataset,Sample 006 By Laboratory Date Friday, November 21 2025
cm-1,A
3693.00,1.1526
3692.00,1.1527
3691.00,1.1528
3690.00,1.1531
3689.00,1.1540
3688.00,1.1549
3687.00,1.1556
3686.00,1.1557
3685.00,1.1553
3684.00,1.1546
3683.00,1.1538
3682.00,1.1532
3681.00,1.1530
3680.00,1.1530
3679.00,1.1530
3678.00,1.1529
3677.00,1.1529
3676.00,1.1534
3675.00,1.1543
3674.00,1.1554
3673.00,1.1565
3672.00,1.1576
3671.00,1.1583
3670.00,1.1580
3669.00,1.1570
3668.00,1.1557
3667.00,1.1547
3666.00,1.1542
3665.00,1.1540
3664.00,1.1538
3663.00,1.1534
3662.00,1.1529
3661.00,1.1524
3660.00,1.1521
3659.00,1.1522
3658.00,1.1526
3657.00,1.1533
3656.00,1.1539
3655.00,1.1542
3654.00,1.1545
3653.00,1.1551
3652.00,1.1562
3651.00,1.1574
3650.00,1.1586
3649.00,1.1596
3648.00,1.1603
3647.00,1.1608
3646.00,1.1609
3645.00,1.1605
3644.00,1.1597
3643.00,1.1586
3642.00,1.1575
3641.00,1.1564
3640.00,1.1558
3639.00,1.1556
3638.00,1.1556
3637.00,1.1557
3636.00,1.1557
3635.00,1.1555
3634.00,1.1553
3633.00,1.1553
3632.00,1.1557
3631.00,1.1565
3630.00,1.1574
3629.00,1.1583
3628.00,1.1587
3627.00,1.1587
3626.00,1.1585
3625.00,1.1582
3624.00,1.1580
3623.00,1.1576
3622.00,1.1572
3621.00,1.1568
3620.00,1.1565
3619.00,1.1563
3618.00,1.1562
3617.00,1.1561
3616.00,1.1561
3615.00,1.1561
3614.00,1.1561
3613.00,1.1560
3612.00,1.1556
3611.00,1.1553
3610.00,1.1551
3609.00,1.1552
3608.00,1.1554
3607.00,1.1556
3606.00,1.1556
3605.00,1.1555
3604.00,1.1551
3603.00,1.1544
3602.00,1.1537
3601.00,1.1529
3600.00,1.1523
3599.00,1.1517
3598.00,1.1512
3597.00,1.1510
3596.00,1.1510
3595.00,1.1510
3594.00,1.1511
3593.00,1.1510
3592.00,1.1510
3591.00,1.1509
3590.00,1.1508
3589.00,1.1508
3588.00,1.1509
3587.00,1.1510
3586.00,1.1509
3585.00,1.1507
3584.00,1.1506
3583.00,1.1505
3582.00,1.1503
3581.00,1.1499
3580.00,1.1495
3579.00,1.1491
3578.00,1.1488
3577.00,1.1486
3576.00,1.1485
3575.00,1.1485
3574.00,1.1485
3573.00,1.1486
3572.00,1.1486
3571.00,1.1487
3570.00,1.1490
3569.00,1.1494
3568.00,1.1498
3567.00,1.1500
3566.00,1.1500
3565.00,1.1499
3564.00,1.1499
3563.00,1.1500
3562.00,1.1500
3561.00,1.1499
3560.00,1.1497
3559.00,1.1496
3558.00,1.1495
3557.00,1.1495
3556.00,1.1494
3555.00,1.1494
3554.00,1.1493
3553.00,1.1492
3552.00,1.1492
3551.00,1.1492
3550.00,1.1495
3549.00,1.1499
3548.00,1.1503
3547.00,1.1506
3546.00,1.1507
3545.00,1.1507
3544.00,1.1506
3543.00,1.1506
3542.00,1.1507
3541.00,1.1508
3540.00,1.1510
3539.00,1.1512
3538.00,1.1510
3537.00,1.1505
3536.00,1.1499
3535.00,1.1494
3534.00,1.1490
3533.00,1.1487
3532.00,1.1486
3531.00,1.1486
3530.00,1.1489
3529.00,1.1493
3528.00,1.1497
3527.00,1.1502
3526.00,1.1506
3525.00,1.1511
3524.00,1.1513
3523.00,1.1511
3522.00,1.1507
3521.00,1.1505
3520.00,1.1505
3519.00,1.1507
3518.00,1.1509
3517.00,1.1511
3516.00,1.1513
3515.00,1.1516
3514.00,1.1516
3513.00,1.1513
3512.00,1.1507
3511.00,1.1502
3510.00,1.1499
3509.00,1.1500
3508.00,1.1503
3507.00,1.1508
3506.00,1.1513
3505.00,1.1518
3504.00,1.1522
3503.00,1.1526
3502.00,1.1530
3501.00,1.1532
3500.00,1.1534
3499.00,1.1533
3498.00,1.1531
3497.00,1.1528
3496.00,1.1527
3495.00,1.1528
3494.00,1.1530
3493.00,1.1534
3492.00,1.1539
3491.00,1.1544
3490.00,1.1549
3489.00,1.1552
3488.00,1.1553
3487.00,1.1553
3486.00,1.1553
3485.00,1.1553
3484.00,1.1555
3483.00,1.1557
3482.00,1.1559
3481.00,1.1562
3480.00,1.1566
3479.00,1.1571
3478.00,1.1574
3477.00,1.1575
3476.00,1.1573
3475.00,1.1571
3474.00,1.1571
3473.00,1.1573
3472.00,1.1575
3471.00,1.1575
3470.00,1.1575
3469.00,1.1574
3468.00,1.1572
3467.00,1.1570
3466.00,1.1569
3465.00,1.1572
3464.00,1.1580
3463.00,1.1590
3462.00,1.1597
3461.00,1.1599
3460.00,1.1597
3459.00,1.1593
3458.00,1.1589
3457.00,1.1586
3456.00,1.1587
3455.00,1.1591
3454.00,1.1595
3453.00,1.1600
3452.00,1.1605
3451.00,1.1607
3450.00,1.1608
3449.00,1.1606
3448.00,1.1604
3447.00,1.1603
3446.00,1.1605
3445.00,1.1610
3444.00,1.1614
3443.00,1.1617
3442.00,1.1617
3441.00,1.1617
3440.00,1.1620
3439.00,1.1624
3438.00,1.1628
3437.00,1.1632
3436.00,1.1635
3435.00,1.1637
3434.00,1.1638
3433.00,1.1640
3432.00,1.1642
3431.00,1.1645
3430.00,1.1649
3429.00,1.1652
3428.00,1.1656
3427.00,1.1659
3426.00,1.1660
3425.00,1.1659
3424.00,1.1659
3423.00,1.1662
3422.00,1.1667
3421.00,1.1672
3420.00,1.1676
3419.00,1.1677
3418.00,1.1677
3417.00,1.1678
3416.00,1.1683
3415.00,1.1690
3414.00,1.1695
3413.00,1.1699
3412.00,1.1701
3411.00,1.1703
3410.00,1.1707
3409.00,1.1710
3408.00,1.1714
3407.00,1.1717
3406.00,1.1720
3405.00,1.1722
3404.00,1.1724
3403.00,1.1727
3402.00,1.1732
3401.00,1.1739
3400.00,1.1747
3399.00,1.1753
3398.00,1.1758
3397.00,1.1760
3396.00,1.1760
3395.00,1.1760
3394.00,1.1759
3393.00,1.1757
3392.00,1.1756
3391.00,1.1758
3390.00,1.1764
3389.00,1.1770
3388.00,1.1776
3387.00,1.1780
3386.00,1.1783
3385.00,1.1785
3384.00,1.1785
3383.00,1.1787
3382.00,1.1789
3381.00,1.1793
3380.00,1.1796
3379.00,1.1800
3378.00,1.1804
3377.00,1.1808
3376.00,1.1812
3375.00,1.1816
3374.00,1.1820
3373.00,1.1826
3372.00,1.1831
3371.00,1.1835
3370.00,1.1839
3369.00,1.1841
3368.00,1.1843
3367.00,1.1844
3366.00,1.1844
3365.00,1.1845
3364.00,1.1847
3363.00,1.1850
3362.00,1.1856
3361.00,1.1865
3360.00,1.1876
3359.00,1.1888
3358.00,1.1895
3357.00,1.1898
3356.00,1.1899
3355.00,1.1902
3354.00,1.1908
3353.00,1.1915
3352.00,1.1920
3351.00,1.1924
3350.00,1.1928
3349.00,1.1931
3348.00,1.1933
3347.00,1.1933
3346.00,1.1932
3345.00,1.1933
3344.00,1.1937
3343.00,1.1944
3342.00,1.1952
3341.00,1.1959
3340.00,1.1960
3339.00,1.1959
3338.00,1.1958
3337.00,1.1960
3336.00,1.1965
3335.00,1.1968
3334.00,1.1970
3333.00,1.1970
3332.00,1.1969
3331.00,1.1969
3330.00,1.1969
3329.00,1.1969
3328.00,1.1968
3327.00,1.1968
3326.00,1.1968
3325.00,1.1967
3324.00,1.1965
3323.00,1.1960
3322.00,1.1956
3321.00,1.1953
3320.00,1.1952
3319.00,1.1951
3318.00,1.1949
3317.00,1.1947
3316.00,1.1945
3315.00,1.1943
3314.00,1.1941
3313.00,1.1938
3312.00,1.1934
3311.00,1.1929
3310.00,1.1926
3309.00,1.1925
3308.00,1.1927
3307.00,1.1929
3306.00,1.1929
3305.00,1.1927
3304.00,1.1922
3303.00,1.1916
3302.00,1.1910
3301.00,1.1906
3300.00,1.1903
3299.00,1.1902
3298.00,1.1900
3297.00,1.1897
3296.00,1.1895
3295.00,1.1894
3294.00,1.1894
3293.00,1.1893
3292.00,1.1891
3291.00,1.1889
3290.00,1.1887
3289.00,1.1885
3288.00,1.1883
3287.00,1.1883
3286.00,1.1884
3285.00,1.1887
3284.00,1.1889
3283.00,1.1888
3282.00,1.1885
3281.00,1.1882
3280.00,1.1880
3279.00,1.1879
3278.00,1.1878
3277.00,1.1877
3276.00,1.1876
3275.00,1.1874
3274.00,1.1875
3273.00,1.1876
3272.00,1.1877
3271.00,1.1877
3270.00,1.1876
3269.00,1.1873
3268.00,1.1870
3267.00,1.1869
3266.00,1.1871
3265.00,1.1873
3264.00,1.1875
3263.00,1.1874
3262.00,1.1874
3261.00,1.1874
3260.00,1.1874
3259.00,1.1872
3258.00,1.1869
3257.00,1.1867
3256.00,1.1867
3255.00,1.1870
3254.00,1.1875
3253.00,1.1878
3252.00,1.1878
3251.00,1.1876
3250.00,1.1874
3249.00,1.1874
3248.00,1.1874
3247.00,1.1874
3246.00,1.1874
3245.00,1.1873
3244.00,1.1873
3243.00,1.1872
3242.00,1.1872
3241.00,1.1872
3240.00,1.1871
3239.00,1.1869
3238.00,1.1865
3237.00,1.1861
3236.00,1.1858
3235.00,1.1855
3234.00,1.1853
3233.00,1.1852
3232.00,1.1853
3231.00,1.1853
3230.00,1.1852
3229.00,1.1850
3228.00,1.1846
3227.00,1.1841
3226.00,1.1837
3225.00,1.1834
3224.00,1.1832
3223.00,1.1832
3222.00,1.1831
3221.00,1.1830
3220.00,1.1827
3219.00,1.1822
3218.00,1.1819
3217.00,1.1817
3216.00,1.1816
3215.00,1.1815
3214.00,1.1810
3213.00,1.1805
3212.00,1.1799
3211.00,1.1796
3210.00,1.1793
3209.00,1.1792
3208.00,1.1790
3207.00,1.1787
3206.00,1.1782
3205.00,1.1778
3204.00,1.1776
3203.00,1.1776
3202.00,1.1777
3201.00,1.1779
3200.00,1.1779
3199.00,1.1778
3198.00,1.1773
3197.00,1.1767
3196.00,1.1761
3195.00,1.1757
3194.00,1.1754
3193.00,1.1751
3192.00,1.1746
3191.00,1.1741
3190.00,1.1737
3189.00,1.1734
3188.00,1.1732
3187.00,1.1729
3186.00,1.1724
3185.00,1.1720
3184.00,1.1717
3183.00,1.1714
3182.00,1.1712
3181.00,1.1709
3180.00,1.1704
3179.00,1.1699
3178.00,1.1692
3177.00,1.1686
3176.00,1.1681
3175.00,1.1678
3174.00,1.1676
3173.00,1.1675
3172.00,1.1675
3171.00,1.1673
3170.00,1.1671
3169.00,1.1666
3168.00,1.1660
3167.00,1.1655
3166.00,1.1653
3165.00,1.1652
3164.00,1.1649
3163.00,1.1644
3162.00,1.1637
3161.00,1.1631
3160.00,1.1629
3159.00,1.1628
3158.00,1.1626
3157.00,1.1622
3156.00,1.1615
3155.00,1.1609
3154.00,1.1606
3153.00,1.1606
3152.00,1.1606
3151.00,1.1606
3150.00,1.1604
3149.00,1.1600
3148.00,1.1597
3147.00,1.1596
3146.00,1.1595
3145.00,1.1594
3144.00,1.1593
3143.00,1.1591
3142.00,1.1591
3141.00,1.1590
3140.00,1.1589
3139.00,1.1587
3138.00,1.1584
3137.00,1.1581
3136.00,1.1577
3135.00,1.1575
3134.00,1.1574
3133.00,1.1575
3132.00,1.1576
3131.00,1.1576
3130.00,1.1575
3129.00,1.1574
3128.00,1.1571
3127.00,1.1567
3126.00,1.1564
3125.00,1.1560
3124.00,1.1558
3123.00,1.1556
3122.00,1.1555
3121.00,1.1557
3120.00,1.1559
3119.00,1.1561
3118.00,1.1562
3117.00,1.1561
3116.00,1.1559
3115.00,1.1555
3114.00,1.1552
3113.00,1.1550
3112.00,1.1551
3111.00,1.1554
3110.00,1.1558
3109.00,1.1560
3108.00,1.1561
3107.00,1.1561
3106.00,1.1563
3105.00,1.1566
3104.00,1.1567
3103.00,1.1568
3102.00,1.1570
3101.00,1.1573
3100.00,1.1577
3099.00,1.1581
3098.00,1.1583
3097.00,1.1585
3096.00,1.1587
3095.00,1.1589
3094.00,1.1592
3093.00,1.1594
3092.00,1.1597
3091.00,1.1600
3090.00,1.1603
3089.00,1.1606
3088.00,1.1611
3087.00,1.1618
3086.00,1.1626
3085.00,1.1634
3084.00,1.1641
3083.00,1.1648
3082.00,1.1654
3081.00,1.1662
3080.00,1.1671
3079.00,1.1680
3078.00,1.1690
3077.00,1.1701
3076.00,1.1713
3075.00,1.1725
3074.00,1.1735
3073.00,1.1743
3072.00,1.1750
3071.00,1.1759
3070.00,1.1768
3069.00,1.1777
3068.00,1.1786
3067.00,1.1796
3066.00,1.1807
3065.00,1.1817
3064.00,1.1824
3063.00,1.1829
3062.00,1.1832
3061.00,1.1835
3060.00,1.1839
3059.00,1.1843
3058.00,1.1847
3057.00,1.1852
3056.00,1.1858
3055.00,1.1865
3054.00,1.1871
3053.00,1.1876
3052.00,1.1881
3051.00,1.1885
3050.00,1.1891
3049.00,1.1898
3048.00,1.1906
3047.00,1.1915
3046.00,1.1924
3045.00,1.1934
3044.00,1.1943
3043.00,1.1951
3042.00,1.1956
3041.00,1.1959
3040.00,1.1960
3039.00,1.1963
3038.00,1.1968
3037.00,1.1976
3036.00,1.1983
3035.00,1.1990
3034.00,1.1996
3033.00,1.2002
3032.00,1.2009
3031.00,1.2017
3030.00,1.2027
3029.00,1.2038
3028.00,1.2051
3027.00,1.2065
3026.00,1.2083
3025.00,1.2103
3024.00,1.2124
3023.00,1.2141
3022.00,1.2155
3021.00,1.2169
3020.00,1.2184
3019.00,1.2203
3018.00,1.2223
3017.00,1.2244
3016.00,1.2266
3015.00,1.2289
3014.00,1.2311
3013.00,1.2333
3012.00,1.2355
3011.00,1.2379
3010.00,1.2402
3009.00,1.2426
3008.00,1.2449
3007.00,1.2471
3006.00,1.2494
3005.00,1.2518
3004.00,1.2543
3003.00,1.2569
3002.00,1.2594
3001.00,1.2619
3000.00,1.2644
2999.00,1.2672
2998.00,1.2703
2997.00,1.2739
2996.00,1.2778
2995.00,1.2822
2994.00,1.2870
2993.00,1.2925
2992.00,1.2986
2991.00,1.3055
2990.00,1.3131
2989.00,1.3211
2988.00,1.3300
2987.00,1.3402
2986.00,1.3520
2985.00,1.3652
2984.00,1.3796
2983.00,1.3952
2982.00,1.4124
2981.00,1.4314
2980.00,1.4523
2979.00,1.4750
2978.00,1.4997
2977.00,1.5266
2976.00,1.5560
2975.00,1.5878
2974.00,1.6221
2973.00,1.6586
2972.00,1.6975
2971.00,1.7390
2970.00,1.7832
2969.00,1.8299
2968.00,1.8780
2967.00,1.9266
2966.00,1.9753
2965.00,2.0241
2964.00,2.0726
2963.00,2.1198
2962.00,2.1646
2961.00,2.2060
2960.00,2.2431
2959.00,2.2757
2958.00,2.3043
2957.00,2.3290
2956.00,2.3488
2955.00,2.3636
2954.00,2.3743
2953.00,2.3815
2952.00,2.3834
2951.00,2.3786
2950.00,2.3686
2949.00,2.3584
2948.00,2.3527
2947.00,2.3536
2946.00,2.3619
2945.00,2.3785
2944.00,2.4037
2943.00,2.4351
2942.00,2.4682
2941.00,2.5008
2940.00,2.5362
2939.00,2.5804
2938.00,2.6376
2937.00,2.7065
2936.00,2.7821
2935.00,2.8585
2934.00,2.9302
2933.00,2.9924
2932.00,3.0450
2931.00,3.0972
2930.00,3.1660
2929.00,3.2624
2928.00,3.3711
2927.00,3.4407
2926.00,3.4395
2925.00,3.4017
2924.00,3.3672
2923.00,3.3418
2922.00,3.3210
2921.00,3.3043
2920.00,3.2849
2919.00,3.2452
2918.00,3.1740
2917.00,3.0853
2916.00,3.0018
2915.00,2.9330
2914.00,2.8743
2913.00,2.8188
2912.00,2.7655
2911.00,2.7168
2910.00,2.6736
2909.00,2.6337
2908.00,2.5940
2907.00,2.5545
2906.00,2.5187
2905.00,2.4889
2904.00,2.4632
2903.00,2.4365
2902.00,2.4054
2901.00,2.3711
2900.00,2.3379
2899.00,2.3087
2898.00,2.2835
2897.00,2.2601
2896.00,2.2353
2895.00,2.2077
2894.00,2.1785
2893.00,2.1507
2892.00,2.1252
2891.00,2.1005
2890.00,2.0747
2889.00,2.0480
2888.00,2.0229
2887.00,2.0016
2886.00,1.9839
2885.00,1.9681
2884.00,1.9533
2883.00,1.9400
2882.00,1.9298
2881.00,1.9242
2880.00,1.9241
2879.00,1.9294
2878.00,1.9397
2877.00,1.9545
2876.00,1.9731
2875.00,1.9943
2874.00,2.0164
2873.00,2.0377
2872.00,2.0570
2871.00,2.0733
2870.00,2.0864
2869.00,2.0968
2868.00,2.1059
2867.00,2.1153
2866.00,2.1266
2865.00,2.1419
2864.00,2.1629
2863.00,2.1902
2862.00,2.2227
2861.00,2.2593
2860.00,2.3001
2859.00,2.3453
2858.00,2.3927
2857.00,2.4376
2856.00,2.4761
2855.00,2.5061
2854.00,2.5264
2853.00,2.5346
2852.00,2.5266
2851.00,2.5001
2850.00,2.4562
2849.00,2.3986
2848.00,2.3312
2847.00,2.2569
2846.00,2.1788
2845.00,2.1009
2844.00,2.0265
2843.00,1.9571
2842.00,1.8925
2841.00,1.8319
2840.00,1.7752
2839.00,1.7222
2838.00,1.6730
2837.00,1.6282
2836.00,1.5883
2835.00,1.5532
2834.00,1.5220
2833.00,1.4938
2832.00,1.4682
2831.00,1.4449
2830.00,1.4240
2829.00,1.4050
2828.00,1.3878
2827.00,1.3722
2826.00,1.3582
2825.00,1.3456
2824.00,1.3343
2823.00,1.3243
2822.00,1.3154
2821.00,1.3072
2820.00,1.2993
2819.00,1.2917
2818.00,1.2848
2817.00,1.2786
2816.00,1.2728
2815.00,1.2673
2814.00,1.2621
2813.00,1.2573
2812.00,1.2528
2811.00,1.2486
2810.00,1.2445
2809.00,1.2405
2808.00,1.2366
2807.00,1.2327
2806.00,1.2289
2805.00,1.2252
2804.00,1.2216
2803.00,1.2183
2802.00,1.2154
2801.00,1.2127
2800.00,1.2101
2799.00,1.2076
2798.00,1.2052
2797.00,1.2029
2796.00,1.2009
2795.00,1.1989
2794.00,1.1969
2793.00,1.1947
2792.00,1.1925
2791.00,1.1904
2790.00,1.1883
2789.00,1.1861
2788.00,1.1838
2787.00,1.1816
2786.00,1.1795
2785.00,1.1777
2784.00,1.1761
2783.00,1.1748
2782.00,1.1736
2781.00,1.1723
2780.00,1.1709
2779.00,1.1696
2778.00,1.1683
2777.00,1.1671
2776.00,1.1659
2775.00,1.1648
2774.00,1.1635
2773.00,1.1620
2772.00,1.1605
2771.00,1.1593
2770.00,1.1585
2769.00,1.1579
2768.00,1.1574
2767.00,1.1570
2766.00,1.1566
2765.00,1.1563
2764.00,1.1560
2763.00,1.1556
2762.00,1.1550
2761.00,1.1545
2760.00,1.1541
2759.00,1.1539
2758.00,1.1536
2757.00,1.1531
2756.00,1.1526
2755.00,1.1523
2754.00,1.1521
2753.00,1.1521
2752.00,1.1520
2751.00,1.1519
2750.00,1.1517
2749.00,1.1515
2748.00,1.1512
2747.00,1.1510
2746.00,1.1509
2745.00,1.1508
2744.00,1.1507
2743.00,1.1507
2742.00,1.1511
2741.00,1.1517
2740.00,1.1523
2739.00,1.1528
2738.00,1.1533
2737.00,1.1538
2736.00,1.1544
2735.00,1.1550
2734.00,1.1557
2733.00,1.1566
2732.00,1.1573
2731.00,1.1579
2730.00,1.1582
2729.00,1.1581
2728.00,1.1580
2727.00,1.1577
2726.00,1.1576
2725.00,1.1574
2724.00,1.1572
2723.00,1.1570
2722.00,1.1568
2721.00,1.1566
2720.00,1.1561
2719.00,1.1554
2718.00,1.1546
2717.00,1.1539
2716.00,1.1532
2715.00,1.1524
2714.00,1.1515
2713.00,1.1505
2712.00,1.1496
2711.00,1.1487
2710.00,1.1479
2709.00,1.1471
2708.00,1.1462
2707.00,1.1454
2706.00,1.1448
2705.00,1.1445
2704.00,1.1445
2703.00,1.1445
2702.00,1.1445
2701.00,1.1443
2700.00,1.1439
2699.00,1.1434
2698.00,1.1429
2697.00,1.1427
2696.00,1.1426
2695.00,1.1427
2694.00,1.1429
2693.00,1.1432
2692.00,1.1436
2691.00,1.1439
2690.00,1.1439
2689.00,1.1438
2688.00,1.1437
2687.00,1.1438
2686.00,1.1439
2685.00,1.1440
2684.00,1.1440
2683.00,1.1438
2682.00,1.1436
2681.00,1.1436
2680.00,1.1436
2679.00,1.1436
2678.00,1.1437
2677.00,1.1438
2676.00,1.1440
2675.00,1.1440
2674.00,1.1440
2673.00,1.1439
2672.00,1.1436
2671.00,1.1432
2670.00,1.1428
2669.00,1.1426
2668.00,1.1426
2667.00,1.1425
2666.00,1.1422
2665.00,1.1417
2664.00,1.1413
2663.00,1.1409
2662.00,1.1406
2661.00,1.1403
2660.00,1.1398
2659.00,1.1393
2658.00,1.1389
2657.00,1.1387
2656.00,1.1386
2655.00,1.1383
2654.00,1.1377
2653.00,1.1370
2652.00,1.1363
2651.00,1.1358
2650.00,1.1353
2649.00,1.1349
2648.00,1.1345
2647.00,1.1343
2646.00,1.1341
2645.00,1.1340
2644.00,1.1337
2643.00,1.1332
2642.00,1.1327
2641.00,1.1322
2640.00,1.1318
2639.00,1.1315
2638.00,1.1312
2637.00,1.1310
2636.00,1.1307
2635.00,1.1302
2634.00,1.1297
2633.00,1.1293
2632.00,1.1291
2631.00,1.1291
2630.00,1.1288
2629.00,1.1285
2628.00,1.1281
2627.00,1.1277
2626.00,1.1274
2625.00,1.1271
2624.00,1.1267
2623.00,1.1263
2622.00,1.1260
2621.00,1.1258
2620.00,1.1255
2619.00,1.1252
2618.00,1.1249
2617.00,1.1248
2616.00,1.1247
2615.00,1.1245
2614.00,1.1241
2613.00,1.1237
2612.00,1.1234
2611.00,1.1232
2610.00,1.1231
