Created as New Dataset,Sample 004 By Laboratory Date Friday, November 21 2025
cm-1,A
3806.00,1.1023
3805.00,1.1034
3804.00,1.1045
3803.00,1.1051
3802.00,1.1050
3801.00,1.1047
3800.00,1.1045
3799.00,1.1047
3798.00,1.1046
3797.00,1.1040
3796.00,1.1030
3795.00,1.1018
3794.00,1.1008
3793.00,1.1000
3792.00,1.0992
3791.00,1.0985
3790.00,1.0980
3789.00,1.0976
3788.00,1.0974
3787.00,1.0973
3786.00,1.0973
3785.00,1.0973
3784.00,1.0974
3783.00,1.0973
3782.00,1.0972
3781.00,1.0971
3780.00,1.0971
3779.00,1.0972
3778.00,1.0973
3777.00,1.0973
3776.00,1.0973
3775.00,1.0973
3774.00,1.0974
3773.00,1.0977
3772.00,1.0981
3771.00,1.0982
3770.00,1.0979
3769.00,1.0977
3768.00,1.0977
3767.00,1.0980
3766.00,1.0982
3765.00,1.0979
3764.00,1.0974
3763.00,1.0971
3762.00,1.0973
3761.00,1.0976
3760.00,1.0979
3759.00,1.0982
3758.00,1.0984
3757.00,1.0986
3756.00,1.0989
3755.00,1.0992
3754.00,1.0997
3753.00,1.1002
3752.00,1.1009
3751.00,1.1017
3750.00,1.1024
3749.00,1.1032
3748.00,1.1042
3747.00,1.1054
3746.00,1.1063
3745.00,1.1064
3744.00,1.1057
3743.00,1.1047
3742.00,1.1038
3741.00,1.1029
3740.00,1.1018
3739.00,1.1006
3738.00,1.0996
3737.00,1.0989
3736.00,1.0987
3735.00,1.0990
3734.00,1.0996
3733.00,1.0999
3732.00,1.0997
3731.00,1.0991
3730.00,1.0982
3729.00,1.0972
3728.00,1.0960
3727.00,1.0950
3726.00,1.0944
3725.00,1.0944
3724.00,1.0949
3723.00,1.0953
3722.00,1.0955
3721.00,1.0954
3720.00,1.0950
3719.00,1.0946
3718.00,1.0941
3717.00,1.0936
3716.00,1.0933
3715.00,1.0934
3714.00,1.0939
3713.00,1.0947
3712.00,1.0956
3711.00,1.0963
3710.00,1.0967
3709.00,1.0968
3708.00,1.0965
3707.00,1.0960
3706.00,1.0955
3705.00,1.0949
3704.00,1.0944
3703.00,1.0939
3702.00,1.0935
3701.00,1.0933
3700.00,1.0933
3699.00,1.0935
3698.00,1.0934
3697.00,1.0932
3696.00,1.0927
3695.00,1.0925
3694.00,1.0926
3693.00,1.0931
3692.00,1.0938
3691.00,1.0946
3690.00,1.0955
3689.00,1.0964
3688.00,1.0971
3687.00,1.0973
3686.00,1.0972
3685.00,1.0968
3684.00,1.0962
3683.00,1.0955
3682.00,1.0949
3681.00,1.0945
3680.00,1.0946
3679.00,1.0951
3678.00,1.0960
3677.00,1.0970
3676.00,1.0978
3675.00,1.0985
3674.00,1.0993
3673.00,1.1000
3672.00,1.1006
3671.00,1.1005
3670.00,1.0998
3669.00,1.0988
3668.00,1.0979
3667.00,1.0971
3666.00,1.0964
3665.00,1.0957
3664.00,1.0949
3663.00,1.0942
3662.00,1.0937
3661.00,1.0937
3660.00,1.0940
3659.00,1.0946
3658.00,1.0952
3657.00,1.0959
3656.00,1.0965
3655.00,1.0975
3654.00,1.0989
3653.00,1.1006
3652.00,1.1021
3651.00,1.1034
3650.00,1.1046
3649.00,1.1056
3648.00,1.1065
3647.00,1.1069
3646.00,1.1065
3645.00,1.1054
3644.00,1.1039
3643.00,1.1022
3642.00,1.1006
3641.00,1.0992
3640.00,1.0981
3639.00,1.0973
3638.00,1.0969
3637.00,1.0969
3636.00,1.0971
3635.00,1.0972
3634.00,1.0973
3633.00,1.0978
3632.00,1.0986
3631.00,1.0997
3630.00,1.1006
3629.00,1.1012
3628.00,1.1018
3627.00,1.1024
3626.00,1.1028
3625.00,1.1028
3624.00,1.1024
3623.00,1.1019
3622.00,1.1016
3621.00,1.1013
3620.00,1.1010
3619.00,1.1006
3618.00,1.1001
3617.00,1.0996
3616.00,1.0990
3615.00,1.0984
3614.00,1.0978
3613.00,1.0974
3612.00,1.0973
3611.00,1.0973
3610.00,1.0974
3609.00,1.0974
3608.00,1.0973
3607.00,1.0970
3606.00,1.0964
3605.00,1.0958
3604.00,1.0952
3603.00,1.0947
3602.00,1.0942
3601.00,1.0937
3600.00,1.0931
3599.00,1.0926
3598.00,1.0923
3597.00,1.0921
3596.00,1.0921
3595.00,1.0922
3594.00,1.0922
3593.00,1.0923
3592.00,1.0923
3591.00,1.0922
3590.00,1.0922
3589.00,1.0921
3588.00,1.0921
3587.00,1.0923
3586.00,1.0927
3585.00,1.0930
3584.00,1.0929
3583.00,1.0924
3582.00,1.0915
3581.00,1.0906
3580.00,1.0900
3579.00,1.0896
3578.00,1.0894
3577.00,1.0892
3576.00,1.0889
3575.00,1.0888
3574.00,1.0888
3573.00,1.0889
3572.00,1.0890
3571.00,1.0893
3570.00,1.0898
3569.00,1.0904
3568.00,1.0911
3567.00,1.0918
3566.00,1.0926
3565.00,1.0933
3564.00,1.0935
3563.00,1.0932
3562.00,1.0924
3561.00,1.0915
3560.00,1.0908
3559.00,1.0905
3558.00,1.0905
3557.00,1.0907
3556.00,1.0907
3555.00,1.0907
3554.00,1.0906
3553.00,1.0903
3552.00,1.0899
3551.00,1.0898
3550.00,1.0900
3549.00,1.0904
3548.00,1.0909
3547.00,1.0912
3546.00,1.0916
3545.00,1.0919
3544.00,1.0921
3543.00,1.0921
3542.00,1.0920
3541.00,1.0919
3540.00,1.0919
3539.00,1.0919
3538.00,1.0917
3537.00,1.0912
3536.00,1.0906
3535.00,1.0902
3534.00,1.0900
3533.00,1.0901
3532.00,1.0906
3531.00,1.0912
3530.00,1.0917
3529.00,1.0921
3528.00,1.0921
3527.00,1.0921
3526.00,1.0920
3525.00,1.0921
3524.00,1.0922
3523.00,1.0922
3522.00,1.0921
3521.00,1.0919
3520.00,1.0918
3519.00,1.0919
3518.00,1.0922
3517.00,1.0926
3516.00,1.0929
3515.00,1.0932
3514.00,1.0934
3513.00,1.0935
3512.00,1.0936
3511.00,1.0937
3510.00,1.0939
3509.00,1.0942
3508.00,1.0945
3507.00,1.0947
3506.00,1.0947
3505.00,1.0946
3504.00,1.0944
3503.00,1.0943
3502.00,1.0943
3501.00,1.0946
3500.00,1.0949
3499.00,1.0952
3498.00,1.0954
3497.00,1.0957
3496.00,1.0960
3495.00,1.0964
3494.00,1.0969
3493.00,1.0974
3492.00,1.0981
3491.00,1.0986
3490.00,1.0989
3489.00,1.0989
3488.00,1.0989
3487.00,1.0992
3486.00,1.0997
3485.00,1.1003
3484.00,1.1009
3483.00,1.1015
3482.00,1.1019
3481.00,1.1021
3480.00,1.1022
3479.00,1.1022
3478.00,1.1023
3477.00,1.1025
3476.00,1.1027
3475.00,1.1029
3474.00,1.1031
3473.00,1.1033
3472.00,1.1036
3471.00,1.1038
3470.00,1.1038
3469.00,1.1037
3468.00,1.1035
3467.00,1.1034
3466.00,1.1036
3465.00,1.1040
3464.00,1.1045
3463.00,1.1048
3462.00,1.1048
3461.00,1.1047
3460.00,1.1047
3459.00,1.1047
3458.00,1.1048
3457.00,1.1049
3456.00,1.1052
3455.00,1.1056
3454.00,1.1059
3453.00,1.1061
3452.00,1.1063
3451.00,1.1065
3450.00,1.1069
3449.00,1.1072
3448.00,1.1075
3447.00,1.1078
3446.00,1.1083
3445.00,1.1088
3444.00,1.1092
3443.00,1.1096
3442.00,1.1100
3441.00,1.1104
3440.00,1.1107
3439.00,1.1110
3438.00,1.1112
3437.00,1.1114
3436.00,1.1117
3435.00,1.1122
3434.00,1.1127
3433.00,1.1131
3432.00,1.1135
3431.00,1.1141
3430.00,1.1146
3429.00,1.1151
3428.00,1.1154
3427.00,1.1156
3426.00,1.1158
3425.00,1.1160
3424.00,1.1164
3423.00,1.1171
3422.00,1.1180
3421.00,1.1189
3420.00,1.1194
3419.00,1.1197
3418.00,1.1197
3417.00,1.1198
3416.00,1.1200
3415.00,1.1204
3414.00,1.1211
3413.00,1.1218
3412.00,1.1224
3411.00,1.1229
3410.00,1.1234
3409.00,1.1238
3408.00,1.1242
3407.00,1.1246
3406.00,1.1251
3405.00,1.1256
3404.00,1.1261
3403.00,1.1266
3402.00,1.1269
3401.00,1.1271
3400.00,1.1273
3399.00,1.1277
3398.00,1.1283
3397.00,1.1289
3396.00,1.1294
3395.00,1.1296
3394.00,1.1299
3393.00,1.1302
3392.00,1.1307
3391.00,1.1312
3390.00,1.1315
3389.00,1.1316
3388.00,1.1316
3387.00,1.1318
3386.00,1.1322
3385.00,1.1328
3384.00,1.1335
3383.00,1.1341
3382.00,1.1345
3381.00,1.1348
3380.00,1.1350
3379.00,1.1353
3378.00,1.1357
3377.00,1.1360
3376.00,1.1364
3375.00,1.1369
3374.00,1.1375
3373.00,1.1379
3372.00,1.1381
3371.00,1.1382
3370.00,1.1385
3369.00,1.1391
3368.00,1.1397
3367.00,1.1403
3366.00,1.1407
3365.00,1.1410
3364.00,1.1414
3363.00,1.1419
3362.00,1.1427
3361.00,1.1437
3360.00,1.1445
3359.00,1.1452
3358.00,1.1455
3357.00,1.1458
3356.00,1.1461
3355.00,1.1465
3354.00,1.1472
3353.00,1.1481
3352.00,1.1490
3351.00,1.1497
3350.00,1.1501
3349.00,1.1503
3348.00,1.1504
3347.00,1.1506
3346.00,1.1510
3345.00,1.1514
3344.00,1.1518
3343.00,1.1521
3342.00,1.1524
3341.00,1.1527
3340.00,1.1531
3339.00,1.1534
3338.00,1.1535
3337.00,1.1536
3336.00,1.1537
3335.00,1.1538
3334.00,1.1539
3333.00,1.1539
3332.00,1.1541
3331.00,1.1543
3330.00,1.1544
3329.00,1.1541
3328.00,1.1538
3327.00,1.1534
3326.00,1.1533
3325.00,1.1535
3324.00,1.1538
3323.00,1.1540
3322.00,1.1539
3321.00,1.1535
3320.00,1.1531
3319.00,1.1529
3318.00,1.1528
3317.00,1.1526
3316.00,1.1524
3315.00,1.1520
3314.00,1.1517
3313.00,1.1514
3312.00,1.1512
3311.00,1.1510
3310.00,1.1504
3309.00,1.1497
3308.00,1.1489
3307.00,1.1483
3306.00,1.1481
3305.00,1.1481
3304.00,1.1481
3303.00,1.1478
3302.00,1.1474
3301.00,1.1471
3300.00,1.1469
3299.00,1.1469
3298.00,1.1468
3297.00,1.1467
3296.00,1.1466
3295.00,1.1464
3294.00,1.1463
3293.00,1.1461
3292.00,1.1459
3291.00,1.1456
3290.00,1.1455
3289.00,1.1453
3288.00,1.1451
3287.00,1.1448
3286.00,1.1446
3285.00,1.1443
3284.00,1.1440
3283.00,1.1437
3282.00,1.1434
3281.00,1.1432
3280.00,1.1434
3279.00,1.1438
3278.00,1.1442
3277.00,1.1445
3276.00,1.1444
3275.00,1.1442
3274.00,1.1441
3273.00,1.1441
3272.00,1.1441
3271.00,1.1441
3270.00,1.1442
3269.00,1.1441
3268.00,1.1439
3267.00,1.1435
3266.00,1.1430
3265.00,1.1427
3264.00,1.1425
3263.00,1.1424
3262.00,1.1424
3261.00,1.1425
3260.00,1.1428
3259.00,1.1430
3258.00,1.1431
3257.00,1.1429
3256.00,1.1426
3255.00,1.1425
3254.00,1.1426
3253.00,1.1429
3252.00,1.1430
3251.00,1.1429
3250.00,1.1427
3249.00,1.1425
3248.00,1.1422
3247.00,1.1420
3246.00,1.1418
3245.00,1.1418
3244.00,1.1419
3243.00,1.1419
3242.00,1.1418
3241.00,1.1417
3240.00,1.1416
3239.00,1.1415
3238.00,1.1413
3237.00,1.1412
3236.00,1.1412
3235.00,1.1411
3234.00,1.1408
3233.00,1.1404
3232.00,1.1399
3231.00,1.1395
3230.00,1.1393
3229.00,1.1392
3228.00,1.1392
3227.00,1.1392
3226.00,1.1390
3225.00,1.1386
3224.00,1.1381
3223.00,1.1378
3222.00,1.1375
3221.00,1.1372
3220.00,1.1367
3219.00,1.1363
3218.00,1.1359
3217.00,1.1357
3216.00,1.1356
3215.00,1.1354
3214.00,1.1352
3213.00,1.1350
3212.00,1.1348
3211.00,1.1347
3210.00,1.1345
3209.00,1.1341
3208.00,1.1335
3207.00,1.1327
3206.00,1.1320
3205.00,1.1314
3204.00,1.1310
3203.00,1.1306
3202.00,1.1302
3201.00,1.1299
3200.00,1.1297
3199.00,1.1296
3198.00,1.1296
3197.00,1.1294
3196.00,1.1289
3195.00,1.1281
3194.00,1.1274
3193.00,1.1269
3192.00,1.1265
3191.00,1.1262
3190.00,1.1259
3189.00,1.1254
3188.00,1.1248
3187.00,1.1241
3186.00,1.1235
3185.00,1.1231
3184.00,1.1229
3183.00,1.1228
3182.00,1.1226
3181.00,1.1221
3180.00,1.1218
3179.00,1.1215
3178.00,1.1211
3177.00,1.1206
3176.00,1.1200
3175.00,1.1196
3174.00,1.1194
3173.00,1.1192
3172.00,1.1189
3171.00,1.1185
3170.00,1.1181
3169.00,1.1176
3168.00,1.1171
3167.00,1.1165
3166.00,1.1158
3165.00,1.1153
3164.00,1.1149
3163.00,1.1146
3162.00,1.1144
3161.00,1.1140
3160.00,1.1136
3159.00,1.1132
3158.00,1.1126
3157.00,1.1120
3156.00,1.1115
3155.00,1.1110
3154.00,1.1107
3153.00,1.1106
3152.00,1.1106
3151.00,1.1106
3150.00,1.1106
3149.00,1.1103
3148.00,1.1097
3147.00,1.1090
3146.00,1.1085
3145.00,1.1081
3144.00,1.1079
3143.00,1.1077
3142.00,1.1075
3141.00,1.1072
3140.00,1.1068
3139.00,1.1066
3138.00,1.1064
3137.00,1.1063
3136.00,1.1062
3135.00,1.1060
3134.00,1.1058
3133.00,1.1057
3132.00,1.1057
3131.00,1.1059
3130.00,1.1060
3129.00,1.1059
3128.00,1.1059
3127.00,1.1059
3126.00,1.1059
3125.00,1.1060
3124.00,1.1061
3123.00,1.1060
3122.00,1.1059
3121.00,1.1056
3120.00,1.1053
3119.00,1.1049
3118.00,1.1047
3117.00,1.1047
3116.00,1.1047
3115.00,1.1048
3114.00,1.1050
3113.00,1.1051
3112.00,1.1054
3111.00,1.1056
3110.00,1.1057
3109.00,1.1057
3108.00,1.1056
3107.00,1.1056
3106.00,1.1058
3105.00,1.1061
3104.00,1.1065
3103.00,1.1068
3102.00,1.1071
3101.00,1.1076
3100.00,1.1081
3099.00,1.1086
3098.00,1.1092
3097.00,1.1098
3096.00,1.1104
3095.00,1.1108
3094.00,1.1110
3093.00,1.1111
3092.00,1.1111
3091.00,1.1111
3090.00,1.1116
3089.00,1.1125
3088.00,1.1139
3087.00,1.1154
3086.00,1.1166
3085.00,1.1175
3084.00,1.1183
3083.00,1.1191
3082.00,1.1202
3081.00,1.1213
3080.00,1.1224
3079.00,1.1236
3078.00,1.1249
3077.00,1.1260
3076.00,1.1271
3075.00,1.1282
3074.00,1.1297
3073.00,1.1314
3072.00,1.1331
3071.00,1.1345
3070.00,1.1355
3069.00,1.1363
3068.00,1.1370
3067.00,1.1379
3066.00,1.1390
3065.00,1.1403
3064.00,1.1417
3063.00,1.1430
3062.00,1.1443
3061.00,1.1454
3060.00,1.1464
3059.00,1.1471
3058.00,1.1477
3057.00,1.1482
3056.00,1.1489
3055.00,1.1497
3054.00,1.1506
3053.00,1.1514
3052.00,1.1522
3051.00,1.1529
3050.00,1.1536
3049.00,1.1544
3048.00,1.1551
3047.00,1.1558
3046.00,1.1566
3045.00,1.1575
3044.00,1.1585
3043.00,1.1595
3042.00,1.1603
3041.00,1.1610
3040.00,1.1616
3039.00,1.1623
3038.00,1.1631
3037.00,1.1641
3036.00,1.1651
3035.00,1.1661
3034.00,1.1672
3033.00,1.1684
3032.00,1.1701
3031.00,1.1720
3030.00,1.1739
3029.00,1.1756
3028.00,1.1774
3027.00,1.1792
3026.00,1.1811
3025.00,1.1833
3024.00,1.1854
3023.00,1.1875
3022.00,1.1898
3021.00,1.1923
3020.00,1.1950
3019.00,1.1978
3018.00,1.2006
3017.00,1.2033
3016.00,1.2062
3015.00,1.2092
3014.00,1.2123
3013.00,1.2154
3012.00,1.2186
3011.00,1.2220
3010.00,1.2255
3009.00,1.2291
3008.00,1.2324
3007.00,1.2356
3006.00,1.2388
3005.00,1.2421
3004.00,1.2456
3003.00,1.2492
3002.00,1.2526
3001.00,1.2559
3000.00,1.2591
2999.00,1.2624
2998.00,1.2660
2997.00,1.2701
2996.00,1.2751
2995.00,1.2811
2994.00,1.2880
2993.00,1.2956
2992.00,1.3038
2991.00,1.3127
2990.00,1.3226
2989.00,1.3337
2988.00,1.3459
2987.00,1.3594
2986.00,1.3743
2985.00,1.3908
2984.00,1.4092
2983.00,1.4294
2982.00,1.4517
2981.00,1.4760
2980.00,1.5027
2979.00,1.5317
2978.00,1.5629
2977.00,1.5967
2976.00,1.6337
2975.00,1.6742
2974.00,1.7180
2973.00,1.7648
2972.00,1.8147
2971.00,1.8680
2970.00,1.9252
2969.00,1.9859
2968.00,2.0489
2967.00,2.1126
2966.00,2.1766
2965.00,2.2414
2964.00,2.3079
2963.00,2.3756
2962.00,2.4409
2961.00,2.4986
2960.00,2.5455
2959.00,2.5827
2958.00,2.6140
2957.00,2.6419
2956.00,2.6669
2955.00,2.6884
2954.00,2.7042
2953.00,2.7116
2952.00,2.7096
2951.00,2.7019
2950.00,2.6949
2949.00,2.6937
2948.00,2.6985
2947.00,2.7051
2946.00,2.7098
2945.00,2.7141
2944.00,2.7240
2943.00,2.7455
2942.00,2.7837
2941.00,2.8431
2940.00,2.9256
2939.00,3.0258
2938.00,3.1293
2937.00,3.2233
2936.00,3.3111
2935.00,3.3994
2934.00,3.4760
2933.00,3.5264
2932.00,3.5831
2931.00,3.6913
2930.00,3.8085
2929.00,3.8592
2928.00,3.9022
2927.00,4.0441
2926.00,4.3287
2925.00,4.7305
2924.00,4.8877
2923.00,4.3913
2922.00,3.9991
2921.00,3.7665
2920.00,3.6561
2919.00,3.6228
2918.00,3.6324
2917.00,3.6376
2916.00,3.6146
2915.00,3.5736
2914.00,3.5059
2913.00,3.4034
2912.00,3.2802
2911.00,3.1637
2910.00,3.0694
2909.00,2.9983
2908.00,2.9447
2907.00,2.9039
2906.00,2.8727
2905.00,2.8448
2904.00,2.8137
2903.00,2.7779
2902.00,2.7392
2901.00,2.7001
2900.00,2.6622
2899.00,2.6277
2898.00,2.5969
2897.00,2.5665
2896.00,2.5319
2895.00,2.4920
2894.00,2.4502
2893.00,2.4103
2892.00,2.3737
2891.00,2.3395
2890.00,2.3069
2889.00,2.2759
2888.00,2.2466
2887.00,2.2180
2886.00,2.1895
2885.00,2.1621
2884.00,2.1386
2883.00,2.1207
2882.00,2.1089
2881.00,2.1036
2880.00,2.1049
2879.00,2.1128
2878.00,2.1255
2877.00,2.1412
2876.00,2.1598
2875.00,2.1824
2874.00,2.2091
2873.00,2.2375
2872.00,2.2647
2871.00,2.2888
2870.00,2.3086
2869.00,2.3233
2868.00,2.3346
2867.00,2.3462
2866.00,2.3620
2865.00,2.3848
2864.00,2.4163
2863.00,2.4582
2862.00,2.5105
2861.00,2.5694
2860.00,2.6271
2859.00,2.6768
2858.00,2.7177
2857.00,2.7569
2856.00,2.8038
2855.00,2.8593
2854.00,2.9085
2853.00,2.9289
2852.00,2.9118
2851.00,2.8679
2850.00,2.8057
2849.00,2.7247
2848.00,2.6268
2847.00,2.5207
2846.00,2.4153
2845.00,2.3151
2844.00,2.2216
2843.00,2.1346
2842.00,2.0532
2841.00,1.9763
2840.00,1.9039
2839.00,1.8363
2838.00,1.7740
2837.00,1.7170
2836.00,1.6648
2835.00,1.6176
2834.00,1.5753
2833.00,1.5380
2832.00,1.5053
2831.00,1.4763
2830.00,1.4502
2829.00,1.4265
2828.00,1.4052
2827.00,1.3862
2826.00,1.3693
2825.00,1.3537
2824.00,1.3392
2823.00,1.3258
2822.00,1.3138
2821.00,1.3033
2820.00,1.2937
2819.00,1.2847
2818.00,1.2759
2817.00,1.2674
2816.00,1.2595
2815.00,1.2522
2814.00,1.2455
2813.00,1.2394
2812.00,1.2335
2811.00,1.2277
2810.00,1.2220
2809.00,1.2166
2808.00,1.2117
2807.00,1.2072
2806.00,1.2028
2805.00,1.1985
2804.00,1.1943
2803.00,1.1904
2802.00,1.1866
2801.00,1.1828
2800.00,1.1790
2799.00,1.1752
2798.00,1.1718
2797.00,1.1687
2796.00,1.1658
2795.00,1.1630
2794.00,1.1602
2793.00,1.1574
2792.00,1.1547
2791.00,1.1520
2790.00,1.1494
2789.00,1.1468
2788.00,1.1445
2787.00,1.1423
2786.00,1.1401
2785.00,1.1378
2784.00,1.1354
2783.00,1.1331
2782.00,1.1310
2781.00,1.1290
2780.00,1.1272
2779.00,1.1254
2778.00,1.1235
2777.00,1.1216
2776.00,1.1197
2775.00,1.1179
2774.00,1.1164
2773.00,1.1150
2772.00,1.1139
2771.00,1.1129
2770.00,1.1119
2769.00,1.1108
2768.00,1.1098
2767.00,1.1090
2766.00,1.1084
2765.00,1.1081
2764.00,1.1078
2763.00,1.1075
2762.00,1.1069
2761.00,1.1064
2760.00,1.1059
2759.00,1.1056
2758.00,1.1052
2757.00,1.1046
2756.00,1.1039
2755.00,1.1034
2754.00,1.1033
2753.00,1.1033
2752.00,1.1033
2751.00,1.1031
2750.00,1.1029
2749.00,1.1028
2748.00,1.1027
2747.00,1.1027
2746.00,1.1028
2745.00,1.1029
2744.00,1.1030
2743.00,1.1034
2742.00,1.1039
2741.00,1.1045
2740.00,1.1051
2739.00,1.1058
2738.00,1.1064
2737.00,1.1071
2736.00,1.1078
2735.00,1.1087
2734.00,1.1098
2733.00,1.1110
2732.00,1.1121
2731.00,1.1128
2730.00,1.1134
2729.00,1.1138
2728.00,1.1139
2727.00,1.1139
2726.00,1.1136
2725.00,1.1131
2724.00,1.1123
2723.00,1.1113
2722.00,1.1104
2721.00,1.1096
2720.00,1.1090
2719.00,1.1084
2718.00,1.1077
2717.00,1.1068
2716.00,1.1057
2715.00,1.1045
2714.00,1.1034
2713.00,1.1022
2712.00,1.1012
2711.00,1.1003
2710.00,1.0996
2709.00,1.0989
2708.00,1.0980
2707.00,1.0971
2706.00,1.0963
2705.00,1.0958
2704.00,1.0954
2703.00,1.0951
2702.00,1.0949
2701.00,1.0947
2700.00,1.0946
2699.00,1.0945
2698.00,1.0945
2697.00,1.0944
2696.00,1.0944
2695.00,1.0946
2694.00,1.0949
2693.00,1.0952
2692.00,1.0955
2691.00,1.0958
2690.00,1.0960
2689.00,1.0962
2688.00,1.0963
2687.00,1.0964
2686.00,1.0965
2685.00,1.0967
2684.00,1.0969
2683.00,1.0972
2682.00,1.0974
2681.00,1.0974
2680.00,1.0973
2679.00,1.0971
2678.00,1.0971
2677.00,1.0970
2676.00,1.0968
2675.00,1.0966
2674.00,1.0963
2673.00,1.0961
2672.00,1.0960
2671.00,1.0960
2670.00,1.0959
2669.00,1.0956
2668.00,1.0952
2667.00,1.0947
2666.00,1.0942
2665.00,1.0935
2664.00,1.0927
2663.00,1.0919
2662.00,1.0912
2661.00,1.0907
2660.00,1.0902
2659.00,1.0897
2658.00,1.0895
2657.00,1.0893
2656.00,1.0891
2655.00,1.0887
2654.00,1.0880
2653.00,1.0872
2652.00,1.0865
2651.00,1.0858
2650.00,1.0852
2649.00,1.0846
2648.00,1.0837
2647.00,1.0828
2646.00,1.0821
2645.00,1.0817
2644.00,1.0815
2643.00,1.0813
2642.00,1.0810
2641.00,1.0807
2640.00,1.0805
2639.00,1.0803
2638.00,1.0800
2637.00,1.0794
2636.00,1.0788
2635.00,1.0783
2634.00,1.0780
2633.00,1.0778
2632.00,1.0777
2631.00,1.0776
2630.00,1.0775
2629.00,1.0773
2628.00,1.0770
2627.00,1.0765
2626.00,1.0759
2625.00,1.0754
2624.00,1.0750
2623.00,1.0746
2622.00,1.0743
2621.00,1.0740
2620.00,1.0737
2619.00,1.0735
2618.00,1.0733
2617.00,1.0730
2616.00,1.0725
2615.00,1.0718
2614.00,1.0712
2613.00,1.0709
2612.00,1.0707
2611.00,1.0706
2610.00,1.0705
