Created as New Dataset,Sample 001 By Laboratory Date Friday, November 21 2025
cm-1,A
2635.00,1.1888
2634.00,1.1885
2633.00,1.1881
2632.00,1.1875
2631.00,1.1871
2630.00,1.1868
2629.00,1.1868
2628.00,1.1867
2627.00,1.1863
2626.00,1.1860
2625.00,1.1858
2624.00,1.1859
2623.00,1.1860
2622.00,1.1859
2621.00,1.1857
2620.00,1.1852
2619.00,1.1846
2618.00,1.1840
2617.00,1.1836
2616.00,1.1832
2615.00,1.1831
2614.00,1.1829
2613.00,1.1827
2612.00,1.1825
2611.00,1.1824
2610.00,1.1822
2609.00,1.1820
2608.00,1.1818
2607.00,1.1814
2606.00,1.1809
2605.00,1.1805
2604.00,1.1802
2603.00,1.1800
2602.00,1.1798
2601.00,1.1796
2600.00,1.1792
2599.00,1.1789
2598.00,1.1786
2597.00,1.1785
2596.00,1.1784
2595.00,1.1782
2594.00,1.1779
2593.00,1.1774
2592.00,1.1770
2591.00,1.1767
2590.00,1.1766
2589.00,1.1765
2588.00,1.1765
2587.00,1.1764
2586.00,1.1760
2585.00,1.1754
2584.00,1.1746
2583.00,1.1738
2582.00,1.1733
2581.00,1.1730
2580.00,1.1730
2579.00,1.1729
2578.00,1.1728
2577.00,1.1724
2576.00,1.1718
2575.00,1.1711
2574.00,1.1705
2573.00,1.1701
2572.00,1.1699
2571.00,1.1698
2570.00,1.1697
2569.00,1.1695
2568.00,1.1693
2567.00,1.1690
2566.00,1.1686
2565.00,1.1683
2564.00,1.1680
2563.00,1.1677
2562.00,1.1675
2561.00,1.1673
2560.00,1.1671
2559.00,1.1668
2558.00,1.1663
2557.00,1.1659
2556.00,1.1655
2555.00,1.1655
2554.00,1.1655
2553.00,1.1654
2552.00,1.1650
2551.00,1.1645
2550.00,1.1640
2549.00,1.1636
2548.00,1.1634
2547.00,1.1634
2546.00,1.1635
2545.00,1.1635
2544.00,1.1633
2543.00,1.1630
2542.00,1.1626
2541.00,1.1622
2540.00,1.1619
2539.00,1.1616
2538.00,1.1614
2537.00,1.1615
2536.00,1.1616
2535.00,1.1615
2534.00,1.1613
2533.00,1.1609
2532.00,1.1606
2531.00,1.1604
2530.00,1.1602
2529.00,1.1598
2528.00,1.1593
2527.00,1.1588
2526.00,1.1586
2525.00,1.1586
2524.00,1.1585
2523.00,1.1584
2522.00,1.1580
2521.00,1.1576
2520.00,1.1572
2519.00,1.1570
2518.00,1.1568
2517.00,1.1567
2516.00,1.1564
2515.00,1.1561
2514.00,1.1558
2513.00,1.1557
2512.00,1.1557
2511.00,1.1556
2510.00,1.1557
2509.00,1.1559
2508.00,1.1562
2507.00,1.1563
2506.00,1.1562
2505.00,1.1559
2504.00,1.1556
2503.00,1.1553
2502.00,1.1553
2501.00,1.1553
2500.00,1.1551
2499.00,1.1547
2498.00,1.1543
2497.00,1.1541
2496.00,1.1541
2495.00,1.1542
2494.00,1.1541
2493.00,1.1540
2492.00,1.1539
2491.00,1.1537
2490.00,1.1534
2489.00,1.1532
2488.00,1.1529
2487.00,1.1525
2486.00,1.1522
2485.00,1.1521
2484.00,1.1520
2483.00,1.1519
2482.00,1.1518
2481.00,1.1518
2480.00,1.1517
2479.00,1.1516
2478.00,1.1515
2477.00,1.1514
2476.00,1.1513
2475.00,1.1511
2474.00,1.1506
2473.00,1.1501
2472.00,1.1498
2471.00,1.1496
2470.00,1.1495
2469.00,1.1493
2468.00,1.1491
2467.00,1.1490
2466.00,1.1489
2465.00,1.1488
2464.00,1.1488
2463.00,1.1488
2462.00,1.1489
2461.00,1.1490
2460.00,1.1490
2459.00,1.1489
2458.00,1.1487
2457.00,1.1486
2456.00,1.1484
2455.00,1.1484
2454.00,1.1485
2453.00,1.1489
2452.00,1.1493
2451.00,1.1493
2450.00,1.1490
2449.00,1.1485
2448.00,1.1482
2447.00,1.1480
2446.00,1.1478
2445.00,1.1477
2444.00,1.1476
2443.00,1.1475
2442.00,1.1474
2441.00,1.1473
2440.00,1.1471
2439.00,1.1469
2438.00,1.1468
2437.00,1.1469
2436.00,1.1471
2435.00,1.1473
2434.00,1.1475
2433.00,1.1475
2432.00,1.1476
2431.00,1.1475
2430.00,1.1472
2429.00,1.1468
2428.00,1.1463
2427.00,1.1459
2426.00,1.1457
2425.00,1.1457
2424.00,1.1458
2423.00,1.1458
2422.00,1.1457
2421.00,1.1456
2420.00,1.1456
2419.00,1.1456
2418.00,1.1456
2417.00,1.1456
2416.00,1.1455
2415.00,1.1454
2414.00,1.1453
2413.00,1.1454
2412.00,1.1454
2411.00,1.1455
2410.00,1.1456
2409.00,1.1457
2408.00,1.1456
2407.00,1.1454
2406.00,1.1450
2405.00,1.1448
2404.00,1.1448
2403.00,1.1448
2402.00,1.1449
2401.00,1.1449
2400.00,1.1450
2399.00,1.1450
2398.00,1.1447
2397.00,1.1444
2396.00,1.1443
2395.00,1.1443
2394.00,1.1444
2393.00,1.1444
2392.00,1.1444
2391.00,1.1444
2390.00,1.1444
2389.00,1.1443
2388.00,1.1443
2387.00,1.1442
2386.00,1.1440
2385.00,1.1437
2384.00,1.1434
2383.00,1.1431
2382.00,1.1427
2381.00,1.1423
2380.00,1.1419
2379.00,1.1415
2378.00,1.1414
2377.00,1.1415
2376.00,1.1419
2375.00,1.1423
2374.00,1.1425
2373.00,1.1426
2372.00,1.1428
2371.00,1.1428
2370.00,1.1428
2369.00,1.1426
2368.00,1.1423
2367.00,1.1420
2366.00,1.1416
2365.00,1.1412
2364.00,1.1407
2363.00,1.1406
2362.00,1.1409
2361.00,1.1413
2360.00,1.1417
2359.00,1.1419
2358.00,1.1422
2357.00,1.1425
2356.00,1.1430
2355.00,1.1437
2354.00,1.1444
2353.00,1.1449
2352.00,1.1453
2351.00,1.1462
2350.00,1.1479
2349.00,1.1491
2348.00,1.1480
2347.00,1.1443
2346.00,1.1394
2345.00,1.1360
2344.00,1.1353
2343.00,1.1369
2342.00,1.1387
2341.00,1.1398
2340.00,1.1402
2339.00,1.1405
2338.00,1.1408
2337.00,1.1412
2336.00,1.1415
2335.00,1.1415
2334.00,1.1415
2333.00,1.1414
2332.00,1.1414
2331.00,1.1415
2330.00,1.1419
2329.00,1.1424
2328.00,1.1426
2327.00,1.1425
2326.00,1.1420
2325.00,1.1415
2324.00,1.1409
2323.00,1.1404
2322.00,1.1400
2321.00,1.1401
2320.00,1.1405
2319.00,1.1409
2318.00,1.1414
2317.00,1.1417
2316.00,1.1416
2315.00,1.1411
2314.00,1.1404
2313.00,1.1397
2312.00,1.1392
2311.00,1.1388
2310.00,1.1384
2309.00,1.1381
2308.00,1.1380
2307.00,1.1377
2306.00,1.1372
2305.00,1.1365
2304.00,1.1358
2303.00,1.1354
2302.00,1.1353
2301.00,1.1353
2300.00,1.1354
2299.00,1.1354
2298.00,1.1355
2297.00,1.1355
2296.00,1.1354
2295.00,1.1352
2294.00,1.1351
2293.00,1.1350
2292.00,1.1349
2291.00,1.1349
2290.00,1.1350
2289.00,1.1350
2288.00,1.1348
2287.00,1.1343
2286.00,1.1340
2285.00,1.1340
2284.00,1.1340
2283.00,1.1338
2282.00,1.1333
2281.00,1.1328
2280.00,1.1327
2279.00,1.1328
2278.00,1.1328
2277.00,1.1325
2276.00,1.1320
2275.00,1.1314
2274.00,1.1310
2273.00,1.1310
2272.00,1.1310
2271.00,1.1309
2270.00,1.1309
2269.00,1.1309
2268.00,1.1309
2267.00,1.1309
2266.00,1.1308
2265.00,1.1306
2264.00,1.1305
2263.00,1.1303
2262.00,1.1301
2261.00,1.1301
2260.00,1.1302
2259.00,1.1304
2258.00,1.1305
2257.00,1.1305
2256.00,1.1302
2255.00,1.1298
2254.00,1.1295
2253.00,1.1294
2252.00,1.1294
2251.00,1.1295
2250.00,1.1295
2249.00,1.1294
2248.00,1.1291
2247.00,1.1287
2246.00,1.1282
2245.00,1.1279
2244.00,1.1279
2243.00,1.1280
2242.00,1.1282
2241.00,1.1284
2240.00,1.1284
2239.00,1.1284
2238.00,1.1282
2237.00,1.1280
2236.00,1.1279
2235.00,1.1280
2234.00,1.1281
2233.00,1.1280
2232.00,1.1279
2231.00,1.1278
2230.00,1.1278
2229.00,1.1275
2228.00,1.1269
2227.00,1.1264
2226.00,1.1261
2225.00,1.1261
2224.00,1.1261
2223.00,1.1261
2222.00,1.1259
2221.00,1.1257
2220.00,1.1256
2219.00,1.1255
2218.00,1.1254
2217.00,1.1252
2216.00,1.1251
2215.00,1.1249
2214.00,1.1249
2213.00,1.1250
2212.00,1.1249
2211.00,1.1248
2210.00,1.1244
2209.00,1.1241
2208.00,1.1239
2207.00,1.1239
2206.00,1.1241
2205.00,1.1243
2204.00,1.1245
2203.00,1.1245
2202.00,1.1245
2201.00,1.1245
2200.00,1.1246
2199.00,1.1248
2198.00,1.1248
2197.00,1.1247
2196.00,1.1246
2195.00,1.1246
2194.00,1.1245
2193.00,1.1243
2192.00,1.1241
2191.00,1.1241
2190.00,1.1244
2189.00,1.1248
2188.00,1.1250
2187.00,1.1248
2186.00,1.1245
2185.00,1.1243
2184.00,1.1241
2183.00,1.1240
2182.00,1.1239
2181.00,1.1238
2180.00,1.1237
2179.00,1.1236
2178.00,1.1235
2177.00,1.1236
2176.00,1.1237
2175.00,1.1237
2174.00,1.1234
2173.00,1.1231
2172.00,1.1227
2171.00,1.1223
2170.00,1.1222
2169.00,1.1221
2168.00,1.1222
2167.00,1.1222
2166.00,1.1221
2165.00,1.1219
2164.00,1.1216
2163.00,1.1213
2162.00,1.1211
2161.00,1.1208
2160.00,1.1207
2159.00,1.1207
2158.00,1.1208
2157.00,1.1208
2156.00,1.1208
2155.00,1.1208
2154.00,1.1207
2153.00,1.1207
2152.00,1.1207
2151.00,1.1207
2150.00,1.1208
2149.00,1.1208
2148.00,1.1207
2147.00,1.1206
2146.00,1.1206
2145.00,1.1206
2144.00,1.1206
2143.00,1.1206
2142.00,1.1206
2141.00,1.1205
2140.00,1.1204
2139.00,1.1202
2138.00,1.1199
2137.00,1.1196
2136.00,1.1194
2135.00,1.1195
2134.00,1.1200
2133.00,1.1205
2132.00,1.1207
2131.00,1.1204
2130.00,1.1200
2129.00,1.1197
2128.00,1.1195
2127.00,1.1195
2126.00,1.1196
2125.00,1.1195
2124.00,1.1194
2123.00,1.1192
2122.00,1.1191
2121.00,1.1189
2120.00,1.1185
2119.00,1.1182
2118.00,1.1180
2117.00,1.1180
2116.00,1.1180
2115.00,1.1180
2114.00,1.1180
2113.00,1.1179
2112.00,1.1177
2111.00,1.1175
2110.00,1.1173
2109.00,1.1171
2108.00,1.1170
2107.00,1.1168
2106.00,1.1167
2105.00,1.1165
2104.00,1.1161
2103.00,1.1157
2102.00,1.1156
2101.00,1.1158
2100.00,1.1159
2099.00,1.1158
2098.00,1.1156
2097.00,1.1154
2096.00,1.1156
2095.00,1.1157
2094.00,1.1159
2093.00,1.1160
2092.00,1.1161
2091.00,1.1161
2090.00,1.1159
2089.00,1.1158
2088.00,1.1156
2087.00,1.1156
2086.00,1.1156
2085.00,1.1156
2084.00,1.1156
2083.00,1.1156
2082.00,1.1157
2081.00,1.1158
2080.00,1.1160
2079.00,1.1162
2078.00,1.1164
2077.00,1.1166
2076.00,1.1166
2075.00,1.1164
2074.00,1.1161
2073.00,1.1158
2072.00,1.1156
2071.00,1.1154
2070.00,1.1152
2069.00,1.1151
2068.00,1.1150
2067.00,1.1148
2066.00,1.1146
2065.00,1.1142
2064.00,1.1140
2063.00,1.1139
2062.00,1.1140
2061.00,1.1142
2060.00,1.1142
2059.00,1.1142
2058.00,1.1141
2057.00,1.1140
2056.00,1.1140
2055.00,1.1138
2054.00,1.1138
2053.00,1.1138
2052.00,1.1139
2051.00,1.1140
2050.00,1.1141
2049.00,1.1143
2048.00,1.1145
2047.00,1.1145
2046.00,1.1144
2045.00,1.1142
2044.00,1.1140
2043.00,1.1138
2042.00,1.1138
2041.00,1.1138
2040.00,1.1139
2039.00,1.1138
2038.00,1.1135
2037.00,1.1132
2036.00,1.1130
2035.00,1.1130
2034.00,1.1133
2033.00,1.1138
2032.00,1.1142
2031.00,1.1142
2030.00,1.1139
2029.00,1.1136
2028.00,1.1133
2027.00,1.1131
2026.00,1.1129
2025.00,1.1128
2024.00,1.1129
2023.00,1.1132
2022.00,1.1135
2021.00,1.1137
2020.00,1.1135
2019.00,1.1130
2018.00,1.1126
2017.00,1.1124
2016.00,1.1122
2015.00,1.1121
2014.00,1.1117
2013.00,1.1112
2012.00,1.1107
2011.00,1.1103
2010.00,1.1100
2009.00,1.1099
2008.00,1.1098
2007.00,1.1098
2006.00,1.1097
2005.00,1.1096
2004.00,1.1093
2003.00,1.1092
2002.00,1.1091
2001.00,1.1092
2000.00,1.1093
1999.00,1.1093
1998.00,1.1091
1997.00,1.1089
1996.00,1.1087
1995.00,1.1083
1994.00,1.1079
1993.00,1.1074
1992.00,1.1071
1991.00,1.1070
1990.00,1.1072
1989.00,1.1074
1988.00,1.1074
1987.00,1.1073
1986.00,1.1072
1985.00,1.1072
1984.00,1.1074
1983.00,1.1076
1982.00,1.1076
1981.00,1.1075
1980.00,1.1074
1979.00,1.1075
1978.00,1.1077
1977.00,1.1078
1976.00,1.1077
1975.00,1.1076
1974.00,1.1075
1973.00,1.1074
1972.00,1.1073
1971.00,1.1073
1970.00,1.1071
1969.00,1.1067
1968.00,1.1061
1967.00,1.1058
1966.00,1.1060
1965.00,1.1065
1964.00,1.1069
1963.00,1.1070
1962.00,1.1069
1961.00,1.1068
1960.00,1.1066
1959.00,1.1064
1958.00,1.1063
1957.00,1.1063
1956.00,1.1062
1955.00,1.1059
1954.00,1.1056
1953.00,1.1052
1952.00,1.1051
1951.00,1.1051
1950.00,1.1052
1949.00,1.1054
1948.00,1.1056
1947.00,1.1055
1946.00,1.1052
1945.00,1.1047
1944.00,1.1042
1943.00,1.1040
1942.00,1.1042
1941.00,1.1047
1940.00,1.1052
1939.00,1.1056
1938.00,1.1057
1937.00,1.1056
1936.00,1.1056
1935.00,1.1056
1934.00,1.1056
1933.00,1.1054
1932.00,1.1050
1931.00,1.1045
1930.00,1.1043
1929.00,1.1045
1928.00,1.1048
1927.00,1.1049
1926.00,1.1047
1925.00,1.1043
1924.00,1.1040
1923.00,1.1039
1922.00,1.1042
1921.00,1.1048
1920.00,1.1052
1919.00,1.1051
1918.00,1.1047
1917.00,1.1044
1916.00,1.1045
1915.00,1.1050
1914.00,1.1052
1913.00,1.1051
1912.00,1.1048
1911.00,1.1042
1910.00,1.1038
1909.00,1.1037
1908.00,1.1040
1907.00,1.1043
1906.00,1.1044
1905.00,1.1042
1904.00,1.1038
1903.00,1.1035
1902.00,1.1033
1901.00,1.1033
1900.00,1.1032
1899.00,1.1030
1898.00,1.1027
1897.00,1.1026
1896.00,1.1026
1895.00,1.1027
1894.00,1.1027
1893.00,1.1027
1892.00,1.1025
1891.00,1.1021
1890.00,1.1017
1889.00,1.1016
1888.00,1.1019
1887.00,1.1022
1886.00,1.1025
1885.00,1.1026
1884.00,1.1027
1883.00,1.1027
1882.00,1.1026
1881.00,1.1024
1880.00,1.1021
1879.00,1.1020
1878.00,1.1019
1877.00,1.1017
1876.00,1.1016
1875.00,1.1012
1874.00,1.1007
1873.00,1.1001
1872.00,1.0997
1871.00,1.0994
1870.00,1.0992
1869.00,1.0991
1868.00,1.0992
1867.00,1.0995
1866.00,1.0999
1865.00,1.1001
1864.00,1.1000
1863.00,1.0995
1862.00,1.0987
1861.00,1.0981
1860.00,1.0978
1859.00,1.0977
1858.00,1.0977
1857.00,1.0977
1856.00,1.0977
1855.00,1.0976
1854.00,1.0976
1853.00,1.0976
1852.00,1.0974
1851.00,1.0970
1850.00,1.0964
1849.00,1.0958
1848.00,1.0954
1847.00,1.0955
1846.00,1.0959
1845.00,1.0962
1844.00,1.0962
1843.00,1.0961
1842.00,1.0961
1841.00,1.0963
1840.00,1.0963
1839.00,1.0960
1838.00,1.0957
1837.00,1.0957
1836.00,1.0960
1835.00,1.0964
1834.00,1.0966
1833.00,1.0967
1832.00,1.0968
1831.00,1.0968
1830.00,1.0965
1829.00,1.0962
1828.00,1.0961
1827.00,1.0961
1826.00,1.0960
1825.00,1.0956
1824.00,1.0953
1823.00,1.0953
1822.00,1.0955
1821.00,1.0955
1820.00,1.0952
1819.00,1.0947
1818.00,1.0943
1817.00,1.0943
1816.00,1.0945
1815.00,1.0946
1814.00,1.0946
1813.00,1.0943
1812.00,1.0941
1811.00,1.0941
1810.00,1.0942
1809.00,1.0944
1808.00,1.0945
1807.00,1.0944
1806.00,1.0943
1805.00,1.0940
1804.00,1.0936
1803.00,1.0931
1802.00,1.0928
1801.00,1.0930
1800.00,1.0937
1799.00,1.0941
1798.00,1.0942
1797.00,1.0942
1796.00,1.0943
1795.00,1.0945
1794.00,1.0947
1793.00,1.0947
1792.00,1.0945
1791.00,1.0944
1790.00,1.0947
1789.00,1.0952
1788.00,1.0957
1787.00,1.0959
1786.00,1.0958
1785.00,1.0958
1784.00,1.0959
1783.00,1.0963
1782.00,1.0968
1781.00,1.0973
1780.00,1.0978
1779.00,1.0983
1778.00,1.0987
1777.00,1.0991
1776.00,1.0996
1775.00,1.1003
1774.00,1.1014
1773.00,1.1026
1772.00,1.1035
1771.00,1.1040
1770.00,1.1043
1769.00,1.1048
1768.00,1.1057
1767.00,1.1070
1766.00,1.1086
1765.00,1.1103
1764.00,1.1121
1763.00,1.1144
1762.00,1.1172
1761.00,1.1209
1760.00,1.1256
1759.00,1.1311
1758.00,1.1374
1757.00,1.1447
1756.00,1.1527
1755.00,1.1610
1754.00,1.1690
1753.00,1.1768
1752.00,1.1845
1751.00,1.1921
1750.00,1.1992
1749.00,1.2052
1748.00,1.2091
1747.00,1.2105
1746.00,1.2096
1745.00,1.2069
1744.00,1.2031
1743.00,1.1986
1742.00,1.1939
1741.00,1.1887
1740.00,1.1825
1739.00,1.1759
1738.00,1.1701
1737.00,1.1654
1736.00,1.1610
1735.00,1.1557
1734.00,1.1496
1733.00,1.1442
1732.00,1.1404
1731.00,1.1376
1730.00,1.1348
1729.00,1.1322
1728.00,1.1300
1727.00,1.1282
1726.00,1.1267
1725.00,1.1252
1724.00,1.1239
1723.00,1.1226
1722.00,1.1217
1721.00,1.1210
1720.00,1.1204
1719.00,1.1196
1718.00,1.1186
1717.00,1.1183
1716.00,1.1189
1715.00,1.1195
1714.00,1.1198
1713.00,1.1199
1712.00,1.1199
1711.00,1.1197
1710.00,1.1195
1709.00,1.1196
1708.00,1.1199
1707.00,1.1202
1706.00,1.1201
1705.00,1.1197
1704.00,1.1193
1703.00,1.1191
1702.00,1.1192
1701.00,1.1190
1700.00,1.1180
1699.00,1.1169
1698.00,1.1166
1697.00,1.1166
1696.00,1.1161
1695.00,1.1150
1694.00,1.1143
1693.00,1.1142
1692.00,1.1139
1691.00,1.1128
1690.00,1.1115
1689.00,1.1107
1688.00,1.1106
1687.00,1.1111
1686.00,1.1118
1685.00,1.1123
1684.00,1.1123
1683.00,1.1122
1682.00,1.1125
1681.00,1.1127
1680.00,1.1123
1679.00,1.1119
1678.00,1.1122
1677.00,1.1131
1676.00,1.1141
1675.00,1.1148
1674.00,1.1153
1673.00,1.1160
1672.00,1.1168
1671.00,1.1174
1670.00,1.1176
1669.00,1.1177
1668.00,1.1178
1667.00,1.1181
1666.00,1.1186
1665.00,1.1194
1664.00,1.1201
1663.00,1.1206
1662.00,1.1209
1661.00,1.1212
1660.00,1.1215
1659.00,1.1216
1658.00,1.1214
1657.00,1.1212
1656.00,1.1213
1655.00,1.1220
1654.00,1.1233
1653.00,1.1241
1652.00,1.1243
1651.00,1.1244
1650.00,1.1247
1649.00,1.1246
1648.00,1.1240
1647.00,1.1233
1646.00,1.1229
1645.00,1.1229
1644.00,1.1231
1643.00,1.1232
1642.00,1.1230
1641.00,1.1228
1640.00,1.1226
1639.00,1.1227
1638.00,1.1230
1637.00,1.1237
1636.00,1.1245
1635.00,1.1251
1634.00,1.1257
1633.00,1.1265
1632.00,1.1272
1631.00,1.1278
1630.00,1.1283
1629.00,1.1293
1628.00,1.1306
1627.00,1.1316
1626.00,1.1327
1625.00,1.1340
1624.00,1.1355
1623.00,1.1370
1622.00,1.1385
1621.00,1.1401
1620.00,1.1419
1619.00,1.1439
1618.00,1.1465
1617.00,1.1496
1616.00,1.1525
1615.00,1.1548
1614.00,1.1569
1613.00,1.1591
1612.00,1.1615
1611.00,1.1639
1610.00,1.1665
1609.00,1.1692
1608.00,1.1719
1607.00,1.1744
1606.00,1.1767
1605.00,1.1789
1604.00,1.1809
1603.00,1.1828
1602.00,1.1849
1601.00,1.1874
1600.00,1.1906
1599.00,1.1943
1598.00,1.1986
1597.00,1.2039
1596.00,1.2103
1595.00,1.2177
1594.00,1.2263
1593.00,1.2369
1592.00,1.2502
1591.00,1.2672
1590.00,1.2889
1589.00,1.3169
1588.00,1.3526
1587.00,1.3965
1586.00,1.4486
1585.00,1.5070
1584.00,1.5669
1583.00,1.6176
1582.00,1.6459
1581.00,1.6452
1580.00,1.6200
1579.00,1.5791
1578.00,1.5278
1577.00,1.4701
1576.00,1.4141
1575.00,1.3697
1574.00,1.3396
1573.00,1.3199
1572.00,1.3061
1571.00,1.2960
1570.00,1.2894
1569.00,1.2866
1568.00,1.2874
1567.00,1.2916
1566.00,1.2992
1565.00,1.3107
1564.00,1.3261
1563.00,1.3437
1562.00,1.3613
1561.00,1.3770
1560.00,1.3857
1559.00,1.3780
1558.00,1.3541
1557.00,1.3256
1556.00,1.2980
1555.00,1.2704
1554.00,1.2443
1553.00,1.2223
1552.00,1.2055
1551.00,1.1921
1550.00,1.1809
1549.00,1.1720
1548.00,1.1655
1547.00,1.1604
1546.00,1.1558
1545.00,1.1519
1544.00,1.1492
1543.00,1.1482
1542.00,1.1482
1541.00,1.1482
1540.00,1.1475
1539.00,1.1460
1538.00,1.1441
1537.00,1.1427
1536.00,1.1413
1535.00,1.1396
1534.00,1.1378
1533.00,1.1365
1532.00,1.1363
1531.00,1.1370
1530.00,1.1380
1529.00,1.1390
1528.00,1.1400
1527.00,1.1412
1526.00,1.1429
1525.00,1.1449
1524.00,1.1467
1523.00,1.1480
1522.00,1.1493
1521.00,1.1515
1520.00,1.1550
1519.00,1.1592
1518.00,1.1636
1517.00,1.1679
1516.00,1.1720
1515.00,1.1758
1514.00,1.1791
1513.00,1.1817
1512.00,1.1830
1511.00,1.1828
1510.00,1.1815
1509.00,1.1793
1508.00,1.1764
1507.00,1.1729
1506.00,1.1699
1505.00,1.1679
1504.00,1.1665
1503.00,1.1649
1502.00,1.1634
1501.00,1.1624
1500.00,1.1626
1499.00,1.1637
1498.00,1.1661
1497.00,1.1707
1496.00,1.1776
1495.00,1.1857
1494.00,1.1935
1493.00,1.2001
1492.00,1.2050
1491.00,1.2075
1490.00,1.2082
1489.00,1.2080
1488.00,1.2073
1487.00,1.2062
1486.00,1.2055
1485.00,1.2066
1484.00,1.2093
1483.00,1.2131
1482.00,1.2181
1481.00,1.2245
1480.00,1.2323
1479.00,1.2414
1478.00,1.2528
1477.00,1.2676
1476.00,1.2858
1475.00,1.3078
1474.00,1.3360
1473.00,1.3745
1472.00,1.4228
1471.00,1.4752
1470.00,1.5260
1469.00,1.5728
1468.00,1.6129
1467.00,1.6434
1466.00,1.6631
1465.00,1.6735
1464.00,1.6779
1463.00,1.6798
1462.00,1.6818
1461.00,1.6844
1460.00,1.6871
1459.00,1.6895
1458.00,1.6929
1457.00,1.6978
1456.00,1.7016
1455.00,1.7014
1454.00,1.6965
1453.00,1.6874
1452.00,1.6749
1451.00,1.6606
1450.00,1.6458
1449.00,1.6298
1448.00,1.6117
1447.00,1.5917
1446.00,1.5711
1445.00,1.5503
1444.00,1.5289
1443.00,1.5074
1442.00,1.4863
1441.00,1.4662
1440.00,1.4472
1439.00,1.4288
1438.00,1.4101
1437.00,1.3904
1436.00,1.3710
1435.00,1.3538
1434.00,1.3381
1433.00,1.3222
1432.00,1.3054
1431.00,1.2886
1430.00,1.2728
1429.00,1.2586
1428.00,1.2465
1427.00,1.2370
1426.00,1.2293
1425.00,1.2225
1424.00,1.2168
1423.00,1.2126
1422.00,1.2095
1421.00,1.2064
1420.00,1.2033
1419.00,1.2006
1418.00,1.1991
1417.00,1.1985
1416.00,1.1984
1415.00,1.1982
1414.00,1.1976
1413.00,1.1966
1412.00,1.1961
1411.00,1.1965
1410.00,1.1973
1409.00,1.1976
1408.00,1.1968
1407.00,1.1948
1406.00,1.1915
1405.00,1.1871
1404.00,1.1827
1403.00,1.1790
1402.00,1.1759
1401.00,1.1727
1400.00,1.1690
1399.00,1.1653
1398.00,1.1626
1397.00,1.1612
1396.00,1.1608
1395.00,1.1613
1394.00,1.1621
1393.00,1.1632
1392.00,1.1648
1391.00,1.1673
1390.00,1.1711
1389.00,1.1766
1388.00,1.1849
1387.00,1.1966
1386.00,1.2110
1385.00,1.2266
1384.00,1.2431
1383.00,1.2609
1382.00,1.2806
1381.00,1.3021
1380.00,1.3246
1379.00,1.3459
1378.00,1.3618
1377.00,1.3687
1376.00,1.3651
1375.00,1.3525
1374.00,1.3345
1373.00,1.3153
1372.00,1.2979
1371.00,1.2835
1370.00,1.2724
1369.00,1.2650
1368.00,1.2614
1367.00,1.2601
1366.00,1.2584
1365.00,1.2541
1364.00,1.2465
1363.00,1.2366
1362.00,1.2261
1361.00,1.2166
1360.00,1.2087
1359.00,1.2025
1358.00,1.1978
1357.00,1.1943
1356.00,1.1920
1355.00,1.1908
1354.00,1.1902
1353.00,1.1897
1352.00,1.1893
1351.00,1.1889
1350.00,1.1889
1349.00,1.1891
1348.00,1.1895
1347.00,1.1899
1346.00,1.1899
1345.00,1.1896
1344.00,1.1891
1343.00,1.1884
1342.00,1.1872
1341.00,1.1851
1340.00,1.1824
1339.00,1.1798
1338.00,1.1776
1337.00,1.1753
1336.00,1.1727
1335.00,1.1697
1334.00,1.1665
1333.00,1.1636
1332.00,1.1611
1331.00,1.1592
1330.00,1.1581
1329.00,1.1576
1328.00,1.1576
1327.00,1.1580
1326.00,1.1585
1325.00,1.1592
1324.00,1.1605
1323.00,1.1623
1322.00,1.1645
1321.00,1.1665
1320.00,1.1679
1319.00,1.1691
1318.00,1.1701
1317.00,1.1713
1316.00,1.1726
1315.00,1.1739
1314.00,1.1750
1313.00,1.1758
1312.00,1.1766
1311.00,1.1775
1310.00,1.1783
1309.00,1.1789
1308.00,1.1792
1307.00,1.1792
1306.00,1.1793
1305.00,1.1793
1304.00,1.1794
1303.00,1.1796
1302.00,1.1797
1301.00,1.1794
1300.00,1.1786
1299.00,1.1775
1298.00,1.1763
1297.00,1.1749
1296.00,1.1732
1295.00,1.1715
1294.00,1.1698
1293.00,1.1682
1292.00,1.1668
1291.00,1.1657
1290.00,1.1647
1289.00,1.1636
1288.00,1.1622
1287.00,1.1606
1286.00,1.1589
1285.00,1.1573
1284.00,1.1559
1283.00,1.1546
1282.00,1.1534
1281.00,1.1522
1280.00,1.1512
1279.00,1.1507
1278.00,1.1506
1277.00,1.1507
1276.00,1.1505
1275.00,1.1502
1274.00,1.1499
1273.00,1.1499
1272.00,1.1502
1271.00,1.1506
1270.00,1.1511
1269.00,1.1518
1268.00,1.1525
1267.00,1.1528
1266.00,1.1523
1265.00,1.1512
1264.00,1.1500
1263.00,1.1492
1262.00,1.1488
1261.00,1.1487
1260.00,1.1491
1259.00,1.1497
1258.00,1.1503
1257.00,1.1511
1256.00,1.1523
1255.00,1.1537
1254.00,1.1544
1253.00,1.1544
1252.00,1.1541
1251.00,1.1541
1250.00,1.1544
1249.00,1.1546
1248.00,1.1548
1247.00,1.1553
1246.00,1.1563
1245.00,1.1573
1244.00,1.1584
1243.00,1.1595
1242.00,1.1601
1241.00,1.1598
