Created as New Dataset,Sample 005 By Laboratory Date Friday, November 21 2025
cm-1,A
3519.00,1.1351
3518.00,1.1352
3517.00,1.1350
3516.00,1.1348
3515.00,1.1348
3514.00,1.1351
3513.00,1.1355
3512.00,1.1356
3511.00,1.1357
3510.00,1.1357
3509.00,1.1358
3508.00,1.1361
3507.00,1.1364
3506.00,1.1368
3505.00,1.1370
3504.00,1.1372
3503.00,1.1375
3502.00,1.1378
3501.00,1.1382
3500.00,1.1383
3499.00,1.1383
3498.00,1.1385
3497.00,1.1388
3496.00,1.1391
3495.00,1.1392
3494.00,1.1391
3493.00,1.1390
3492.00,1.1394
3491.00,1.1401
3490.00,1.1408
3489.00,1.1413
3488.00,1.1415
3487.00,1.1415
3486.00,1.1415
3485.00,1.1416
3484.00,1.1416
3483.00,1.1418
3482.00,1.1421
3481.00,1.1424
3480.00,1.1428
3479.00,1.1432
3478.00,1.1435
3477.00,1.1437
3476.00,1.1438
3475.00,1.1438
3474.00,1.1438
3473.00,1.1440
3472.00,1.1442
3471.00,1.1444
3470.00,1.1444
3469.00,1.1443
3468.00,1.1440
3467.00,1.1440
3466.00,1.1443
3465.00,1.1449
3464.00,1.1455
3463.00,1.1458
3462.00,1.1460
3461.00,1.1462
3460.00,1.1466
3459.00,1.1470
3458.00,1.1474
3457.00,1.1475
3456.00,1.1476
3455.00,1.1477
3454.00,1.1481
3453.00,1.1486
3452.00,1.1489
3451.00,1.1490
3450.00,1.1488
3449.00,1.1487
3448.00,1.1488
3447.00,1.1491
3446.00,1.1496
3445.00,1.1502
3444.00,1.1508
3443.00,1.1512
3442.00,1.1516
3441.00,1.1521
3440.00,1.1526
3439.00,1.1530
3438.00,1.1533
3437.00,1.1535
3436.00,1.1538
3435.00,1.1542
3434.00,1.1545
3433.00,1.1546
3432.00,1.1547
3431.00,1.1549
3430.00,1.1552
3429.00,1.1557
3428.00,1.1563
3427.00,1.1570
3426.00,1.1576
3425.00,1.1582
3424.00,1.1587
3423.00,1.1589
3422.00,1.1589
3421.00,1.1590
3420.00,1.1594
3419.00,1.1600
3418.00,1.1608
3417.00,1.1614
3416.00,1.1618
3415.00,1.1621
3414.00,1.1626
3413.00,1.1633
3412.00,1.1639
3411.00,1.1644
3410.00,1.1648
3409.00,1.1652
3408.00,1.1655
3407.00,1.1658
3406.00,1.1663
3405.00,1.1669
3404.00,1.1674
3403.00,1.1677
3402.00,1.1678
3401.00,1.1681
3400.00,1.1686
3399.00,1.1693
3398.00,1.1699
3397.00,1.1703
3396.00,1.1705
3395.00,1.1707
3394.00,1.1710
3393.00,1.1714
3392.00,1.1717
3391.00,1.1719
3390.00,1.1721
3389.00,1.1723
3388.00,1.1725
3387.00,1.1729
3386.00,1.1733
3385.00,1.1738
3384.00,1.1744
3383.00,1.1749
3382.00,1.1755
3381.00,1.1761
3380.00,1.1765
3379.00,1.1768
3378.00,1.1768
3377.00,1.1768
3376.00,1.1769
3375.00,1.1772
3374.00,1.1778
3373.00,1.1785
3372.00,1.1791
3371.00,1.1797
3370.00,1.1802
3369.00,1.1809
3368.00,1.1816
3367.00,1.1824
3366.00,1.1832
3365.00,1.1837
3364.00,1.1839
3363.00,1.1839
3362.00,1.1840
3361.00,1.1843
3360.00,1.1847
3359.00,1.1851
3358.00,1.1854
3357.00,1.1857
3356.00,1.1862
3355.00,1.1868
3354.00,1.1874
3353.00,1.1879
3352.00,1.1882
3351.00,1.1883
3350.00,1.1883
3349.00,1.1886
3348.00,1.1889
3347.00,1.1892
3346.00,1.1894
3345.00,1.1895
3344.00,1.1896
3343.00,1.1899
3342.00,1.1901
3341.00,1.1903
3340.00,1.1907
3339.00,1.1914
3338.00,1.1921
3337.00,1.1927
3336.00,1.1928
3335.00,1.1925
3334.00,1.1920
3333.00,1.1915
3332.00,1.1911
3331.00,1.1910
3330.00,1.1910
3329.00,1.1913
3328.00,1.1917
3327.00,1.1920
3326.00,1.1921
3325.00,1.1922
3324.00,1.1922
3323.00,1.1923
3322.00,1.1922
3321.00,1.1918
3320.00,1.1912
3319.00,1.1906
3318.00,1.1904
3317.00,1.1905
3316.00,1.1906
3315.00,1.1905
3314.00,1.1904
3313.00,1.1903
3312.00,1.1900
3311.00,1.1896
3310.00,1.1890
3309.00,1.1885
3308.00,1.1882
3307.00,1.1882
3306.00,1.1883
3305.00,1.1885
3304.00,1.1884
3303.00,1.1881
3302.00,1.1877
3301.00,1.1875
3300.00,1.1876
3299.00,1.1876
3298.00,1.1874
3297.00,1.1869
3296.00,1.1864
3295.00,1.1860
3294.00,1.1855
3293.00,1.1850
3292.00,1.1845
3291.00,1.1841
3290.00,1.1838
3289.00,1.1836
3288.00,1.1835
3287.00,1.1834
3286.00,1.1833
3285.00,1.1833
3284.00,1.1832
3283.00,1.1833
3282.00,1.1834
3281.00,1.1835
3280.00,1.1835
3279.00,1.1835
3278.00,1.1835
3277.00,1.1836
3276.00,1.1838
3275.00,1.1841
3274.00,1.1843
3273.00,1.1843
3272.00,1.1841
3271.00,1.1840
3270.00,1.1842
3269.00,1.1846
3268.00,1.1849
3267.00,1.1851
3266.00,1.1850
3265.00,1.1851
3264.00,1.1853
3263.00,1.1855
3262.00,1.1855
3261.00,1.1851
3260.00,1.1846
3259.00,1.1845
3258.00,1.1847
3257.00,1.1850
3256.00,1.1852
3255.00,1.1851
3254.00,1.1848
3253.00,1.1845
3252.00,1.1842
3251.00,1.1840
3250.00,1.1839
3249.00,1.1838
3248.00,1.1839
3247.00,1.1840
3246.00,1.1842
3245.00,1.1843
3244.00,1.1843
3243.00,1.1842
3242.00,1.1841
3241.00,1.1840
3240.00,1.1837
3239.00,1.1834
3238.00,1.1832
3237.00,1.1831
3236.00,1.1830
3235.00,1.1830
3234.00,1.1829
3233.00,1.1829
3232.00,1.1828
3231.00,1.1826
3230.00,1.1823
3229.00,1.1819
3228.00,1.1815
3227.00,1.1812
3226.00,1.1810
3225.00,1.1809
3224.00,1.1807
3223.00,1.1806
3222.00,1.1803
3221.00,1.1800
3220.00,1.1797
3219.00,1.1794
3218.00,1.1791
3217.00,1.1788
3216.00,1.1784
3215.00,1.1779
3214.00,1.1773
3213.00,1.1769
3212.00,1.1768
3211.00,1.1769
3210.00,1.1770
3209.00,1.1766
3208.00,1.1760
3207.00,1.1753
3206.00,1.1747
3205.00,1.1744
3204.00,1.1741
3203.00,1.1737
3202.00,1.1734
3201.00,1.1731
3200.00,1.1729
3199.00,1.1726
3198.00,1.1723
3197.00,1.1721
3196.00,1.1719
3195.00,1.1716
3194.00,1.1712
3193.00,1.1707
3192.00,1.1699
3191.00,1.1691
3190.00,1.1684
3189.00,1.1680
3188.00,1.1678
3187.00,1.1677
3186.00,1.1676
3185.00,1.1674
3184.00,1.1670
3183.00,1.1665
3182.00,1.1662
3181.00,1.1661
3180.00,1.1660
3179.00,1.1660
3178.00,1.1658
3177.00,1.1654
3176.00,1.1648
3175.00,1.1641
3174.00,1.1637
3173.00,1.1634
3172.00,1.1631
3171.00,1.1627
3170.00,1.1621
3169.00,1.1616
3168.00,1.1612
3167.00,1.1609
3166.00,1.1607
3165.00,1.1604
3164.00,1.1598
3163.00,1.1591
3162.00,1.1583
3161.00,1.1579
3160.00,1.1576
3159.00,1.1574
3158.00,1.1570
3157.00,1.1566
3156.00,1.1563
3155.00,1.1562
3154.00,1.1562
3153.00,1.1562
3152.00,1.1559
3151.00,1.1554
3150.00,1.1548
3149.00,1.1543
3148.00,1.1538
3147.00,1.1535
3146.00,1.1533
3145.00,1.1531
3144.00,1.1531
3143.00,1.1529
3142.00,1.1527
3141.00,1.1525
3140.00,1.1522
3139.00,1.1519
3138.00,1.1516
3137.00,1.1514
3136.00,1.1511
3135.00,1.1508
3134.00,1.1506
3133.00,1.1507
3132.00,1.1508
3131.00,1.1507
3130.00,1.1504
3129.00,1.1502
3128.00,1.1502
3127.00,1.1503
3126.00,1.1504
3125.00,1.1507
3124.00,1.1509
3123.00,1.1513
3122.00,1.1515
3121.00,1.1517
3120.00,1.1517
3119.00,1.1516
3118.00,1.1514
3117.00,1.1513
3116.00,1.1513
3115.00,1.1513
3114.00,1.1515
3113.00,1.1517
3112.00,1.1518
3111.00,1.1519
3110.00,1.1519
3109.00,1.1520
3108.00,1.1521
3107.00,1.1522
3106.00,1.1522
3105.00,1.1524
3104.00,1.1526
3103.00,1.1528
3102.00,1.1530
3101.00,1.1531
3100.00,1.1534
3099.00,1.1539
3098.00,1.1544
3097.00,1.1551
3096.00,1.1557
3095.00,1.1564
3094.00,1.1569
3093.00,1.1573
3092.00,1.1577
3091.00,1.1582
3090.00,1.1587
3089.00,1.1594
3088.00,1.1601
3087.00,1.1609
3086.00,1.1617
3085.00,1.1625
3084.00,1.1635
3083.00,1.1645
3082.00,1.1656
3081.00,1.1667
3080.00,1.1676
3079.00,1.1686
3078.00,1.1699
3077.00,1.1715
3076.00,1.1731
3075.00,1.1745
3074.00,1.1756
3073.00,1.1768
3072.00,1.1783
3071.00,1.1799
3070.00,1.1814
3069.00,1.1827
3068.00,1.1838
3067.00,1.1850
3066.00,1.1862
3065.00,1.1875
3064.00,1.1886
3063.00,1.1894
3062.00,1.1899
3061.00,1.1904
3060.00,1.1910
3059.00,1.1919
3058.00,1.1929
3057.00,1.1939
3056.00,1.1946
3055.00,1.1951
3054.00,1.1956
3053.00,1.1961
3052.00,1.1967
3051.00,1.1973
3050.00,1.1982
3049.00,1.1992
3048.00,1.2002
3047.00,1.2010
3046.00,1.2017
3045.00,1.2026
3044.00,1.2037
3043.00,1.2048
3042.00,1.2056
3041.00,1.2062
3040.00,1.2067
3039.00,1.2072
3038.00,1.2079
3037.00,1.2088
3036.00,1.2098
3035.00,1.2110
3034.00,1.2121
3033.00,1.2132
3032.00,1.2144
3031.00,1.2156
3030.00,1.2171
3029.00,1.2190
3028.00,1.2212
3027.00,1.2234
3026.00,1.2254
3025.00,1.2272
3024.00,1.2290
3023.00,1.2310
3022.00,1.2334
3021.00,1.2358
3020.00,1.2381
3019.00,1.2403
3018.00,1.2427
3017.00,1.2452
3016.00,1.2480
3015.00,1.2510
3014.00,1.2539
3013.00,1.2569
3012.00,1.2599
3011.00,1.2629
3010.00,1.2659
3009.00,1.2687
3008.00,1.2715
3007.00,1.2744
3006.00,1.2777
3005.00,1.2812
3004.00,1.2847
3003.00,1.2879
3002.00,1.2907
3001.00,1.2933
3000.00,1.2960
2999.00,1.2992
2998.00,1.3030
2997.00,1.3073
2996.00,1.3122
2995.00,1.3175
2994.00,1.3232
2993.00,1.3294
2992.00,1.3364
2991.00,1.3444
2990.00,1.3538
2989.00,1.3646
2988.00,1.3767
2987.00,1.3898
2986.00,1.4038
2985.00,1.4189
2984.00,1.4356
2983.00,1.4546
2982.00,1.4759
2981.00,1.4990
2980.00,1.5235
2979.00,1.5496
2978.00,1.5778
2977.00,1.6089
2976.00,1.6434
2975.00,1.6815
2974.00,1.7234
2973.00,1.7688
2972.00,1.8173
2971.00,1.8682
2970.00,1.9213
2969.00,1.9764
2968.00,2.0339
2967.00,2.0939
2966.00,2.1555
2965.00,2.2165
2964.00,2.2749
2963.00,2.3308
2962.00,2.3857
2961.00,2.4397
2960.00,2.4906
2959.00,2.5359
2958.00,2.5754
2957.00,2.6095
2956.00,2.6355
2955.00,2.6487
2954.00,2.6478
2953.00,2.6393
2952.00,2.6336
2951.00,2.6373
2950.00,2.6484
2949.00,2.6586
2948.00,2.6614
2947.00,2.6590
2946.00,2.6590
2945.00,2.6684
2944.00,2.6907
2943.00,2.7259
2942.00,2.7714
2941.00,2.8226
2940.00,2.8760
2939.00,2.9318
2938.00,2.9931
2937.00,3.0598
2936.00,3.1275
2935.00,3.1930
2934.00,3.2622
2933.00,3.3450
2932.00,3.4416
2931.00,3.5360
2930.00,3.6158
2929.00,3.6871
2928.00,3.7559
2927.00,3.8267
2926.00,3.8984
2925.00,3.9829
2924.00,4.0067
2923.00,3.9566
2922.00,3.9294
2921.00,4.0894
2920.00,4.6146
2919.00,4.5891
2918.00,4.0657
2917.00,3.6777
2916.00,3.4795
2915.00,3.3658
2914.00,3.3078
2913.00,3.2677
2912.00,3.2095
2911.00,3.1410
2910.00,3.0660
2909.00,2.9946
2908.00,2.9350
2907.00,2.8905
2906.00,2.8547
2905.00,2.8159
2904.00,2.7697
2903.00,2.7231
2902.00,2.6848
2901.00,2.6558
2900.00,2.6297
2899.00,2.5991
2898.00,2.5613
2897.00,2.5204
2896.00,2.4818
2895.00,2.4471
2894.00,2.4137
2893.00,2.3778
2892.00,2.3391
2891.00,2.3007
2890.00,2.2655
2889.00,2.2337
2888.00,2.2044
2887.00,2.1772
2886.00,2.1530
2885.00,2.1330
2884.00,2.1173
2883.00,2.1053
2882.00,2.0960
2881.00,2.0892
2880.00,2.0863
2879.00,2.0892
2878.00,2.0990
2877.00,2.1155
2876.00,2.1374
2875.00,2.1633
2874.00,2.1917
2873.00,2.2207
2872.00,2.2473
2871.00,2.2685
2870.00,2.2836
2869.00,2.2952
2868.00,2.3078
2867.00,2.3249
2866.00,2.3475
2865.00,2.3750
2864.00,2.4073
2863.00,2.4453
2862.00,2.4897
2861.00,2.5383
2860.00,2.5880
2859.00,2.6375
2858.00,2.6886
2857.00,2.7424
2856.00,2.7952
2855.00,2.8383
2854.00,2.8639
2853.00,2.8697
2852.00,2.8575
2851.00,2.8264
2850.00,2.7716
2849.00,2.6922
2848.00,2.5964
2847.00,2.4954
2846.00,2.3955
2845.00,2.2987
2844.00,2.2056
2843.00,2.1175
2842.00,2.0354
2841.00,1.9595
2840.00,1.8893
2839.00,1.8247
2838.00,1.7658
2837.00,1.7129
2836.00,1.6655
2835.00,1.6232
2834.00,1.5851
2833.00,1.5509
2832.00,1.5202
2831.00,1.4927
2830.00,1.4682
2829.00,1.4464
2828.00,1.4269
2827.00,1.4093
2826.00,1.3936
2825.00,1.3793
2824.00,1.3665
2823.00,1.3548
2822.00,1.3441
2821.00,1.3340
2820.00,1.3244
2819.00,1.3152
2818.00,1.3067
2817.00,1.2989
2816.00,1.2917
2815.00,1.2850
2814.00,1.2787
2813.00,1.2728
2812.00,1.2673
2811.00,1.2620
2810.00,1.2570
2809.00,1.2522
2808.00,1.2477
2807.00,1.2437
2806.00,1.2399
2805.00,1.2359
2804.00,1.2317
2803.00,1.2273
2802.00,1.2233
2801.00,1.2197
2800.00,1.2166
2799.00,1.2138
2798.00,1.2113
2797.00,1.2087
2796.00,1.2059
2795.00,1.2029
2794.00,1.1997
2793.00,1.1968
2792.00,1.1944
2791.00,1.1922
2790.00,1.1899
2789.00,1.1875
2788.00,1.1849
2787.00,1.1825
2786.00,1.1804
2785.00,1.1784
2784.00,1.1763
2783.00,1.1739
2782.00,1.1715
2781.00,1.1694
2780.00,1.1678
2779.00,1.1665
2778.00,1.1650
2777.00,1.1634
2776.00,1.1617
2775.00,1.1603
2774.00,1.1592
2773.00,1.1582
2772.00,1.1572
2771.00,1.1561
2770.00,1.1550
2769.00,1.1541
2768.00,1.1532
2767.00,1.1524
2766.00,1.1517
2765.00,1.1509
2764.00,1.1502
2763.00,1.1495
2762.00,1.1491
2761.00,1.1489
2760.00,1.1488
2759.00,1.1486
2758.00,1.1482
2757.00,1.1478
2756.00,1.1473
2755.00,1.1470
2754.00,1.1467
2753.00,1.1464
2752.00,1.1460
2751.00,1.1456
2750.00,1.1455
2749.00,1.1457
2748.00,1.1459
2747.00,1.1461
2746.00,1.1463
2745.00,1.1464
2744.00,1.1464
2743.00,1.1462
2742.00,1.1462
2741.00,1.1465
2740.00,1.1473
2739.00,1.1486
2738.00,1.1498
2737.00,1.1508
2736.00,1.1515
2735.00,1.1522
2734.00,1.1531
2733.00,1.1542
2732.00,1.1554
2731.00,1.1564
2730.00,1.1570
2729.00,1.1570
2728.00,1.1565
2727.00,1.1557
2726.00,1.1549
2725.00,1.1543
2724.00,1.1539
2723.00,1.1535
2722.00,1.1529
2721.00,1.1523
2720.00,1.1516
2719.00,1.1509
2718.00,1.1502
2717.00,1.1495
2716.00,1.1485
2715.00,1.1472
2714.00,1.1459
2713.00,1.1448
2712.00,1.1441
2711.00,1.1435
2710.00,1.1428
2709.00,1.1420
2708.00,1.1413
2707.00,1.1408
2706.00,1.1403
2705.00,1.1398
2704.00,1.1394
2703.00,1.1391
2702.00,1.1388
2701.00,1.1386
2700.00,1.1382
2699.00,1.1380
2698.00,1.1379
2697.00,1.1380
2696.00,1.1384
2695.00,1.1388
2694.00,1.1390
2693.00,1.1392
2692.00,1.1392
2691.00,1.1393
2690.00,1.1394
2689.00,1.1396
2688.00,1.1399
2687.00,1.1402
2686.00,1.1406
2685.00,1.1407
2684.00,1.1405
2683.00,1.1400
2682.00,1.1396
2681.00,1.1394
2680.00,1.1394
2679.00,1.1394
2678.00,1.1394
2677.00,1.1394
2676.00,1.1394
2675.00,1.1393
2674.00,1.1391
2673.00,1.1386
2672.00,1.1381
2671.00,1.1377
2670.00,1.1375
2669.00,1.1375
2668.00,1.1374
2667.00,1.1371
2666.00,1.1366
2665.00,1.1360
2664.00,1.1354
2663.00,1.1348
2662.00,1.1342
2661.00,1.1337
2660.00,1.1334
2659.00,1.1330
2658.00,1.1325
2657.00,1.1318
2656.00,1.1312
2655.00,1.1307
2654.00,1.1305
2653.00,1.1303
2652.00,1.1301
2651.00,1.1297
2650.00,1.1292
2649.00,1.1285
2648.00,1.1278
2647.00,1.1271
2646.00,1.1264
2645.00,1.1258
2644.00,1.1255
2643.00,1.1252
2642.00,1.1249
2641.00,1.1246
2640.00,1.1243
2639.00,1.1239
2638.00,1.1235
2637.00,1.1232
2636.00,1.1228
2635.00,1.1224
2634.00,1.1221
2633.00,1.1219
2632.00,1.1220
2631.00,1.1220
2630.00,1.1219
2629.00,1.1215
2628.00,1.1210
2627.00,1.1205
2626.00,1.1198
2625.00,1.1191
2624.00,1.1184
2623.00,1.1178
2622.00,1.1174
2621.00,1.1172
2620.00,1.1170
2619.00,1.1168
2618.00,1.1164
2617.00,1.1158
2616.00,1.1151
2615.00,1.1144
2614.00,1.1140
2613.00,1.1137
2612.00,1.1135
2611.00,1.1131
2610.00,1.1127
